Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
102,"MM Borys, R Horváth, M Franta","The effects of monetary policy in the Czech Republic: an empirical study",2009,"Empirica","Springer","https://link.springer.com/article/10.1007/s10663-009-9102-y","https://scholar.google.com/scholar?cites=17883200738209243965&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-02-07 15:04:26","HTML","10.1007/s10663-009-9102-y","","",,,,,102,7.29,34,3,14,"… monetary policy shocks. Subject to various sensitivity tests, we find that a contractionary monetary policy shock has a negative effect … and magnitude of monetary policy shocks on output (…","https://link.springer.com/article/10.1007/s10663-009-9102-y","https://scholar.google.com/scholar?q=related:PSP3d1LkLfgJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
35,"D Baqaee, E Farhi, K Sangani","The supply-side effects of monetary policy",2021,"","nber.org","https://www.nber.org/papers/w28345","https://scholar.google.com/scholar?cites=15102474781607778877&as_sdt=2005&sciodt=0,5&hl=en",17,"2023-02-07 15:04:26","","","","",,,,,35,17.50,12,3,2,"… the strength and persistence of the real effects of monetary policy shocks, which cannot be … in another mechanism by which monetary policy affects output. In describing changes in the …","https://www.nber.org/system/files/working_papers/w28345/w28345.pdf","https://scholar.google.com/scholar?q=related:PdoGK8zEltEJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
27,"S A. Asongu","Does money matter in Africa? New empirics on long-and short-run effects of monetary policy on output and prices",2014,"Indian Growth and Development Review","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/IGDR-12-2012-0048/full/html","https://scholar.google.com/scholar?cites=1428239130189614268&as_sdt=2005&sciodt=0,5&hl=en",18,"2023-02-07 15:04:26","HTML","10.1108/IGDR-12-2012-0048","","",,,,,27,3.00,27,1,9,"… The purpose of this paper is to examine the effects of monetary policy on economic activity … Although in developed economies, changes in monetary policy affect real economic activity in …","https://www.emerald.com/insight/content/doi/10.1108/IGDR-12-2012-0048/full/html","https://scholar.google.com/scholar?q=related:vMxD-esf0hMJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
197,"MH Ibrahim","Sectoral effects of monetary policy: evidence from Malaysia",2005,"Asian Economic Journal","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8381.2005.00205.x","https://scholar.google.com/scholar?cites=254741382559495071&as_sdt=2005&sciodt=0,5&hl=en",19,"2023-02-07 15:04:26","","10.1111/j.1467-8381.2005.00205.x","","",,,,,197,10.94,197,1,18,"… analyzes the effects of monetary policy shocks on aggregate and eight sectoral outputs for … modeling of the effects of monetary policy shocks on real output, the issue that we address. …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8381.2005.00205.x","https://scholar.google.com/scholar?q=related:n_MMEfAFiQMJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
513,"CL Weise","The asymmetric effects of monetary policy: A nonlinear vector autoregression approach",1999,"Journal of Money, Credit and Banking","JSTOR","https://www.jstor.org/stable/2601141","https://scholar.google.com/scholar?cites=36225541086207384&as_sdt=2005&sciodt=0,5&hl=en",20,"2023-02-07 15:04:26","","","","",,,,,513,21.38,513,1,24,"… THIS PAPER INVESTIGATES whether monetary policy has ""asymmetric"" effects on output and prices using a nonlinear vector autoregression approach. The model that is estimated is …","https://www.jstor.org/stable/pdf/2601141.pdf","https://scholar.google.com/scholar?q=related:mF09DPCygAAJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
162,"J Cloyne, P Hürtgen","The macroeconomic effects of monetary policy: a new measure for the United Kingdom",2016,"American Economic Journal: Macroeconomics","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/mac.20150093","https://scholar.google.com/scholar?cites=14839646610120179178&as_sdt=2005&sciodt=0,5&hl=en",21,"2023-02-07 15:04:26","","","","",,,,,162,23.14,81,2,7,"… This paper estimates the effects of monetary policy based on a new, extensive … monetary policy innovations and find that a 1 percentage point increase in the policy rate reduces output …","https://www.jstor.org/stable/pdf/26156441.pdf","https://scholar.google.com/scholar?q=related:6v2K1PcD8c0J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
391,"S Gerlach, F Smets","The monetary transmission mechanism: evidence from the G-7 countries",1995,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=868427","https://scholar.google.com/scholar?cites=14748282857299452230&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-02-07 15:04:26","","","","",,,,,391,13.96,196,2,28,"… In this paper we compare the effects of monetary policy on output and prices in the G-7 … comprising, output, prices and a short-term interest rate. We identify monetary policy shocks by …","https://www.bis.org/publ/work26.pdf","https://scholar.google.com/scholar?q=related:RiFRdB5trMwJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
101,"D Dickinson, L Jia","The real effects of monetary policy in China: An empirical analysis",2007,"China Economic Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S1043951X06000204","https://scholar.google.com/scholar?cites=7993835331850652062&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-02-07 15:04:26","","","","",,,,,101,6.31,51,2,16,"… to consider whether the effects of monetary policy have been … imply about the effects of monetary policy and relate these … the impact of monetary policy (shocks) on output variables. …","https://www.academia.edu/download/38515921/103930.pdf","https://scholar.google.com/scholar?q=related:nsnsk-HO724J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
24,"TML Nguyen, E Papyrakis, PAG Van Bergeijk","Assessing the price and output effects of monetary policy in Vietnam: evidence from a VAR analysis",2019,"Applied Economics","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00036846.2019.1602708","https://scholar.google.com/scholar?cites=15433974362308998707&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-02-07 15:04:26","","10.1080/00036846.2019.1602708","","",,,,,24,6.00,8,3,4,"… However, the effect of monetary policy on prices and output … We focus on the effect of the interest rate (the most important … of monetary policy in Vietnam) on aggregate prices and output. …","https://www.tandfonline.com/doi/pdf/10.1080/00036846.2019.1602708?needAccess=true&role=button","https://scholar.google.com/scholar?q=related:M_bp6eh9MNYJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
120,"SK Mallick, RM Sousa","Real effects of monetary policy in large emerging economies",2012,"Macroeconomic Dynamics","cambridge.org","https://www.cambridge.org/core/journals/macroeconomic-dynamics/article/real-effects-of-monetary-policy-in-large-emerging-economies/F7C2A5A8180F2EFBD5366DAB87068F72","https://scholar.google.com/scholar?cites=3434502998449065116&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-02-07 15:04:26","","","","",,,,,120,10.91,60,2,11,"… monetary policy has a strong and negative effect on output. We also show that such contractionary monetary policy … producing a strongly persistent negative effect on real equity prices. …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F7C2A5A8180F2EFBD5366DAB87068F72/S1365100511000319a.pdf/real-effects-of-monetary-policy-in-large-emerging-economies.pdf","https://scholar.google.com/scholar?q=related:nAySwkfOqS8J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
42,"A Thapar","Using private forecasts to estimate the effects of monetary policy",2008,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393208000664","https://scholar.google.com/scholar?cites=15896011902096288102&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-02-07 15:04:26","HTML","","","",,,,,42,2.80,42,1,15,"… Questions concerning the effect of monetary policy on output and inflation lie at the heart of macroeconomics. The key step in any analysis of the monetary transmission mechanism is …","https://www.sciencedirect.com/science/article/pii/S0304393208000664","https://scholar.google.com/scholar?q=related:ZqnUsZr6mdwJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
61,"G Georgopoulos","Measuring regional effects of monetary policy in Canada",2009,"Applied Economics","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00036840701604362","https://scholar.google.com/scholar?cites=11889052213628743340&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-02-07 15:04:26","","10.1080/00036840701604362","","",,,,,61,4.36,61,1,14,"… , we present impulse responses of industry output from a recursive vector autoregression, which incorporates a cointegrating relation. The results show that manufacturing and primary …","https://scholar.google.com/scholar?output=instlink&q=info:rK5pVf9l_qQJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=4663048109286827071&oi=lle","https://scholar.google.com/scholar?q=related:rK5pVf9l_qQJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
192,"VV Chari, LE Jones, RE Manuelli","The growth effects of monetary policy",1995,"Federal Reserve Bank of Minneapolis …","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=bc649b1d2ab5af9cb5b88065c7904d62aa5c91cb","https://scholar.google.com/scholar?cites=6169954872926907404&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-02-07 15:04:26","PDF","","","",,,,,192,6.86,64,3,28,"… monetary policy can affect growth rates. We ask, in particular, What is the relationship in the data between monetary policy instruments and the rate of growth of output? … Monetary policy …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=bc649b1d2ab5af9cb5b88065c7904d62aa5c91cb","https://scholar.google.com/scholar?q=related:DKz_YEQVoFUJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
386,"G Peersman, F Smets","The industry effects of monetary policy in the euro area",2005,"The Economic Journal","academic.oup.com","https://academic.oup.com/ej/article-abstract/115/503/319/5086022","https://scholar.google.com/scholar?cites=2403348318491938991&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-02-07 15:04:26","","10.1111/j.1468-0297.2005.00991.x","","",,,,,386,21.44,193,2,18,"… In this Section we estimate and describe the effects of a euro area‐wide monetary policy shock on output in eleven manufacturing industries in seven euro area countries (Austria, …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1468-0297.2005.00991.x","https://scholar.google.com/scholar?q=related:r5A-649oWiEJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
56,"CK Kamaan, EM Nyamongo","The effect of monetary policy on economic growth in Kenya",2014,"International Journal of Business and …","ijbcnet.com","https://ijbcnet.com/3-8/IJBC-14-3802.pdf","https://scholar.google.com/scholar?cites=14338426519154453528&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-02-07 15:04:26","PDF","","","",,,,,56,6.22,28,2,9,"… This study sought to quantitatively measure the effect of monetary policy on economic … monetary policy shock proxied by the CBR has a negative and insignificant effect on the output in …","https://ijbcnet.com/3-8/IJBC-14-3802.pdf","https://scholar.google.com/scholar?q=related:GOw9cPNS_MYJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
46,"P De Grauwe, C Costa Storti","The effects of monetary policy: a meta-analysis",2004,"Available at SSRN 567102","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=567102","https://scholar.google.com/scholar?cites=9407685664509106408&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-02-07 15:04:26","","","","",,,,,46,2.42,23,2,19,"… We expect that the output effects of domestic monetary policy shocks are smaller in relatively open … We find that inflation tends to reduce the output effect of monetary policy. For every …","https://www.econstor.eu/bitstream/10419/18863/1/cesifo1_wp1224.pdf","https://scholar.google.com/scholar?q=related:6JiZj0TQjoIJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
232,"CD Romer, DH Romer","Monetary policy matters",1994,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/0304393294011508","https://scholar.google.com/scholar?cites=5247744096309098531&as_sdt=2005&sciodt=0,5&hl=en",32,"2023-02-07 15:04:26","","","","",,,,,232,8.00,116,2,29,"… effects of monetary policy, log output is just a random walk with drift. In this case the true model is y, = c( + y,_ 1 + B(L)D, + E,, where B(L) is a polynomial in the lag operator and E, is an …","https://scholar.google.com/scholar?output=instlink&q=info:IziorHO700gJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=5758270162037807051&oi=lle","https://scholar.google.com/scholar?q=related:IziorHO700gJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
161,"CA Chuku","Measuring the effects of monetary policy innovations in Nigeria: A structural vector autoregressive (SVAR) approach",2009,"African Journal of Accounting, Economics, Finance and …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1534227","https://scholar.google.com/scholar?cites=1241747680572714008&as_sdt=2005&sciodt=0,5&hl=en",33,"2023-02-07 15:04:26","","","","",,,,,161,11.50,161,1,14,"… In this sub-section, we demonstrate the estimated effects of innovations in monetary policy variables on output and prices. The coefficients of our model are numerous (50) and not …","https://www.researchgate.net/profile/Chuku-Chuku/publication/228272597_Measuring_the_Effects_of_Monetary_Policy_Innovations_in_Nigeria_A_Structural_Vector_Autoregressive_SVAR_Approach/links/0deec51a939e56eeb7000000/Measuring-the-Effects-of-Monetary-Policy-Innovations-in-Nigeria-A-Structural-Vector-Autoregressive-SVAR-Approach.pdf","https://scholar.google.com/scholar?q=related:GKwzue-SOxEJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
206,"G Peersman, F Smets","Are the effects of monetary policy in the euro area greater in recessions than in booms?",2001,"Available at SSRN 356041","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=356041","https://scholar.google.com/scholar?cites=1671163342613629928&as_sdt=2005&sciodt=0,5&hl=en",34,"2023-02-07 15:04:26","","","","",,,,,206,9.36,103,2,22,"… This paper investigates whether monetary policy impulses have asymmetric effects on output growth in seven countries of the euro area (Germany, France, Italy, Spain,Austria, Belgium …","https://www.econstor.eu/bitstream/10419/152486/1/ecbwp0052.pdf","https://scholar.google.com/scholar?q=related:6MsjtjQqMRcJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
167,"R Miyao","The effects of monetary policy in Japan",2002,"Journal of Money, Credit and Banking","JSTOR","https://www.jstor.org/stable/3270693","https://scholar.google.com/scholar?cites=457650481965456718&as_sdt=2005&sciodt=0,5&hl=en",35,"2023-02-07 15:04:26","","","","",,,,,167,7.95,167,1,21,"… , and output, all in first differences, may serve as a useful benchmark for Japan. The main finding is that monetary policy shocks in fact have a persistent effect on real output especially in …","https://www.jstor.org/stable/pdf/3270693.pdf","https://scholar.google.com/scholar?q=related:Tl3WSLDmWQYJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
108,"LM Ball, D Croushore","Expectations and the effects of monetary policy",1995,"","nber.org","https://www.nber.org/papers/w5344","https://scholar.google.com/scholar?cites=6515419728628747550&as_sdt=2005&sciodt=0,5&hl=en",36,"2023-02-07 15:04:26","","","","",,,,,108,3.86,54,2,28,"… , as measured by changes in the federal funds rate, for output, inflation, and survey … effects on actual output than on expected output, suggesting that agents underestimate the effects of …","https://www.nber.org/system/files/working_papers/w5344/w5344.pdf","https://scholar.google.com/scholar?q=related:Hg19F7lra1oJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
193,"P Paul","The time-varying effect of monetary policy on asset prices",2020,"Review of Economics and Statistics","direct.mit.edu","https://direct.mit.edu/rest/article-abstract/102/4/690/96793","https://scholar.google.com/scholar?cites=11174092353027610473&as_sdt=2005&sciodt=0,5&hl=en",37,"2023-02-07 15:04:26","","","","",,,,,193,64.33,193,1,3,"… an information effect. When allowing for time-varying model parameters, I find that compared to the response of output, the reaction of stock and house prices to monetary policy shocks …","https://www.frbsf.org/economic-research/wp-content/uploads/sites/4/wp2017-09.pdf","https://scholar.google.com/scholar?q=related:aZeezcpZEpsJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+output&hl=en&as_sdt=0,5"
