Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
115,"G Karras","Openness and the effects of monetary policy",1999,"Journal of International Money and Finance","Elsevier","https://www.sciencedirect.com/science/article/pii/S0261560698000370","https://scholar.google.com/scholar?cites=3572248198868278885&as_sdt=2005&sciodt=0,5&hl=en",11,"2023-02-09 13:30:33","","","","",,,,,115,4.79,115,1,24,"… In addition, however, economic theory suggests that the effects of monetary policy on output and the price level depend on the openness of the economy. In particular, the ability of …","","https://scholar.google.com/scholar?q=related:ZZ4Sb88skzEJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
24,"TML Nguyen, E Papyrakis, PAG Van Bergeijk","Assessing the price and output effects of monetary policy in Vietnam: evidence from a VAR analysis",2019,"Applied Economics","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00036846.2019.1602708","https://scholar.google.com/scholar?cites=15433974362308998707&as_sdt=2005&sciodt=0,5&hl=en",12,"2023-02-09 13:30:33","","10.1080/00036846.2019.1602708","","",,,,,24,6.00,8,3,4,"… We tested for structural breaks in industrial production and price level (given our primary interest in the responses of output and price level to the shock from monetary policy). We first …","https://www.tandfonline.com/doi/pdf/10.1080/00036846.2019.1602708?needAccess=true&role=button","https://scholar.google.com/scholar?q=related:M_bp6eh9MNYJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
334,"DP Morgan","Asymmetric effects of monetary policy",1993,"Economic Review-Federal Reserve Bank of …","search.proquest.com","https://search.proquest.com/openview/d582c31d08a13491a3446270a37003aa/1?pq-origsite=gscholar&cbl=47211","https://scholar.google.com/scholar?cites=189436493353571529&as_sdt=2005&sciodt=0,5&hl=en",13,"2023-02-09 13:30:33","","","","",,,,,334,11.13,334,1,30,"… Trend inﬂation also increases the desired price, however, because ﬁrms wish to keep their individual prices in line with the general price level. The higher spending, together with …","","https://scholar.google.com/scholar?q=related:ydTVrXwDoQIJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
34,"Y Zhu, J Fan, J Tucker","The impact of monetary policy on gold price dynamics",2018,"Research in International Business and Finance","Elsevier","https://www.sciencedirect.com/science/article/pii/S0275531917300594","https://scholar.google.com/scholar?cites=573762318033594481&as_sdt=2005&sciodt=0,5&hl=en",14,"2023-02-09 13:30:33","","","","",,,,,34,6.80,11,3,5,"… gold price and the general price level move together, and as … that of the general price level under the Gold Standard where … Furthermore we investigate the impact of Quantitative Easing …","https://irep.ntu.ac.uk/id/eprint/31579/1/Pubsub9052_523a_Fan.pdf","https://scholar.google.com/scholar?q=related:cajlz8lp9gcJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
120,"SK Mallick, RM Sousa","Real effects of monetary policy in large emerging economies",2012,"Macroeconomic Dynamics","cambridge.org","https://www.cambridge.org/core/journals/macroeconomic-dynamics/article/real-effects-of-monetary-policy-in-large-emerging-economies/F7C2A5A8180F2EFBD5366DAB87068F72","https://scholar.google.com/scholar?cites=3434502998449065116&as_sdt=2005&sciodt=0,5&hl=en",15,"2023-02-09 13:30:33","","","","",,,,,120,10.91,60,2,11,"… Second, we identify the monetary policy … a monetary policy contraction (i) has a negative effect on output; (ii) leads to inflation stabilization with persistence in the aggregate price level, …","","https://scholar.google.com/scholar?q=related:nAySwkfOqS8J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
145,"BM Friedman","Monetary policy",2000,"","nber.org","https://www.nber.org/papers/w8057","https://scholar.google.com/scholar?cites=11709168947274662585&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-02-09 13:30:33","","","","",,,,,145,6.30,145,1,23,"… Works The chief objectives of monetary policy in modern times have typically been to maintain stability of a country,s general price level - that is, to prevent either inflation or deflation …","https://www.nber.org/system/files/working_papers/w8057/w8057.pdf","https://scholar.google.com/scholar?q=related:uUJXpR5Tf6IJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
43,"S Neri","Assessing the effects of monetary and fiscal policy",2001,"","ideas.repec.org","https://ideas.repec.org/p/bdi/wptemi/td_425_01.html","https://scholar.google.com/scholar?cites=7378032917785502167&as_sdt=2005&sciodt=0,5&hl=en",17,"2023-02-09 13:30:33","","","","",,,,,43,1.95,43,1,22,"… The second objective is to investigate if and how the effects of monetary policy are altered … that both monetary policy and fiscal policy have small effects on output and the price level and …","","https://scholar.google.com/scholar?q=related:12G-JdkJZGYJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
75,"M Nouri, AJ Samimi","The impact of monetary policy on economic growth in Iran",2011,"Middle-East Journal of Scientific Research","academia.edu","https://www.academia.edu/download/46591731/journal_1.pdf","https://scholar.google.com/scholar?cites=10498725441249078607&as_sdt=2005&sciodt=0,5&hl=en",18,"2023-02-09 13:30:33","PDF","","","",,,,,75,6.25,38,2,12,"… economic variable, then monetary policy role would be relationship between money supply … velocity of money; P, price level that usually measured by effectiveness of monetary policy …","https://www.academia.edu/download/46591731/journal_1.pdf","https://scholar.google.com/scholar?q=related:T-0BCCr3spEJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
412,"LEO Svensson","How should monetary policy be conducted in an era of price stability?",2000,"","nber.org","https://www.nber.org/papers/w7516","https://scholar.google.com/scholar?cites=10169873404132128552&as_sdt=2005&sciodt=0,5&hl=en",19,"2023-02-09 13:30:33","","","","",,,,,412,17.91,412,1,23,"… The paper discusses several issues related to how monetary policy should be conducted in an era of price stability. Low inflation (with base drift in the price level) and price-level …","https://www.nber.org/system/files/working_papers/w7516/w7516.pdf","https://scholar.google.com/scholar?q=related:KPf8j_qlIo0J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
222,"XE Xu, T Chen","The effect of monetary policy on real estate price growth in China",2012,"Pacific-Basin Finance Journal","Elsevier","https://www.sciencedirect.com/science/article/pii/S0927538X1100045X","https://scholar.google.com/scholar?cites=13233754881638976814&as_sdt=2005&sciodt=0,5&hl=en",20,"2023-02-09 13:30:33","","","","",,,,,222,20.18,111,2,11,"… examines the impact of key monetary policy variables, … impact of key monetary policy variables on the real estate price growth dynamics in China. ► Expansionary monetary policy …","","https://scholar.google.com/scholar?q=related:Ls2uDPO9p7cJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
141,"B Guimaraes, KD Sheedy","Sales and monetary policy",2011,"American Economic Review","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/aer.101.2.844","https://scholar.google.com/scholar?cites=9754281614186025321&as_sdt=2005&sciodt=0,5&hl=en",21,"2023-02-09 13:30:33","","","","",,,,,141,11.75,71,2,12,"… Thus, the aggregate price level adjusts by little, so monetary policy has large real effects. This … Analytically, the two-sector model always implies larger real effects of monetary policy than …","https://eprints.lse.ac.uk/25492/1/Sales_and_Monetary_Policy.pdf","https://scholar.google.com/scholar?q=related:aZGunHIrXocJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
117,"FC Bagliano, CA Favero","Information from financial markets and VAR measures of monetary policy",1999,"European economic review","Elsevier","https://www.sciencedirect.com/science/article/pii/S001429219800097X","https://scholar.google.com/scholar?cites=8939905424606729740&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-02-09 13:30:33","","","","",,,,,117,4.88,59,2,24,"… price level to a contractionary monetary policy shock identified with innovations in interest rates). On the one hand, better specifications of the policy variables, including bank reserve …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2551f16816ef30ba4b62b0377f7567ad1e41bb3e","https://scholar.google.com/scholar?q=related:DJZFN57sEHwJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
996,"M Woodford","Monetary policy and price level determinacy in a cash-in-advance economy",1994,"Economic theory","Springer","https://link.springer.com/article/10.1007/BF01215377","https://scholar.google.com/scholar?cites=7137898201094956870&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-02-09 13:30:33","","10.1007/BF01215377","","",,,,,996,34.34,996,1,29,"… simultaneous achievement of price level determinacy and a … consequences of alternative choices of the monetary policy … in which fluctuations in the price level occur in response to …","https://academiccommons.columbia.edu/doi/10.7916/D89S2244/download","https://scholar.google.com/scholar?q=related:Ricqf5joDmMJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
162,"J Cloyne, P Hürtgen","The macroeconomic effects of monetary policy: a new measure for the United Kingdom",2016,"American Economic Journal: Macroeconomics","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/mac.20150093","https://scholar.google.com/scholar?cites=14839646610120179178&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-02-09 13:30:33","","","","",,,,,162,23.14,81,2,7,"… tightening is followed by an increase in the price level and/or inflation rate. This observation, first documented in Sims (1992) and dubbed the “price puzzle” by Eichenbaum (1992), has …","","https://scholar.google.com/scholar?q=related:6v2K1PcD8c0J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
46,"P De Grauwe, C Costa Storti","The effects of monetary policy: a meta-analysis",2004,"Available at SSRN 567102","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=567102","https://scholar.google.com/scholar?cites=9407685664509106408&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-02-09 13:30:33","","","","",,,,,46,2.42,23,2,19,"… output effects of monetary policy shocks. For the effects of monetary policy on the price level … parameters because a number of studies focus only on the output effects of monetary policy. …","https://www.econstor.eu/bitstream/10419/18863/1/cesifo1_wp1224.pdf","https://scholar.google.com/scholar?q=related:6JiZj0TQjoIJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
513,"CL Weise","The asymmetric effects of monetary policy: A nonlinear vector autoregression approach",1999,"Journal of Money, Credit and Banking","JSTOR","https://www.jstor.org/stable/2601141","https://scholar.google.com/scholar?cites=36225541086207384&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-02-09 13:30:33","","","","",,,,,513,21.38,513,1,24,"… Fol example, it is tempting to argue that when the aggregate supply curve is kinked, positive shocks will affect only the price level and not output, while negative shocks have the …","http://www.redeconomia.org.ve/redeconomia/admin_redeconomia/uploads/temas%20de%20investigacion/20066181243250a4812738.pdf","https://scholar.google.com/scholar?q=related:mF09DPCygAAJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
302,"R Garcia, H Schaller","Are the effects of monetary policy asymmetric?",2002,"Economic inquiry","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1093/ei/40.1.102","https://scholar.google.com/scholar?cites=179704110758215166&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-02-09 13:30:33","","10.1093/ei/40.1.102","","",,,,,302,14.38,151,2,21,"… , and the price level do not enter the Fed’s monetary policy rule. (An alternative identifying assumption would be that the Fed funds rate does not affect output within period.) In all the …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=bdbb50d04e5eda5759aa753f4ee2371c8218f621","https://scholar.google.com/scholar?q=related:_r1rxu9vfgIJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
69,"KF Wong","Variability in the effects of monetary policy on economic activity",2000,"Journal of Money, Credit and Banking","JSTOR","https://www.jstor.org/stable/2601238","https://scholar.google.com/scholar?cites=10549458439106867133&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-02-09 13:30:33","","","","",,,,,69,3.00,69,1,23,"… price level to a contractionary monetary shock at various horizons. With few exceptions, a monetary shock has essentially zero effect on price level … have negative effects on price level (…","","https://scholar.google.com/scholar?q=related:vS-2k440Z5IJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
44,"M Dahan","The fiscal effects of monetary policy",1998,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=4I0YEAAAQBAJ&oi=fnd&pg=PA3&dq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&ots=7TiY3UBmLu&sig=HI_H1Xel9lv7aIfEM8_Ghi7sFAM","https://scholar.google.com/scholar?cites=15764813877691670593&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-02-09 13:30:33","BOOK","","","",,,,,44,1.76,44,1,25,"… ) in the last equation is positive given that the price level (or the inflation rate) depends negatively on the interest rate and positively related to the quantity of money. A lower rate of …","https://www.elibrary.imf.org/openurl?genre=articlel&issn=1018-5941&volume=1998&issue=066&artnum=A001","https://scholar.google.com/scholar?q=related:QeD1ObLex9oJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
2869,"CA Sims","Interpreting the macroeconomic time series facts: The effects of monetary policy",1992,"European economic review","Elsevier","https://www.sciencedirect.com/science/article/pii/001429219290041T","https://scholar.google.com/scholar?cites=7553593227000031221&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-02-09 13:30:33","","","","",,,,,2869,92.55,2869,1,31,"… effects of monetary policy are consistent with this quantitative … monetary policy is clearly important is weaker than proponents … positive response of price level to interest rate innovations …","https://www.sciencedirect.com/science/article/pii/001429219290041T/pdf?md5=ae8cec94f361116d00fa8a957719624d&pid=1-s2.0-001429219290041T-main.pdf","https://scholar.google.com/scholar?q=related:9Sci8QTB02gJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
1126,"M Woodford","Imperfect common knowledge and the effects of monetary policy",2001,"","nber.org","https://www.nber.org/papers/w8673","https://scholar.google.com/scholar?cites=7349747299669486102&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-02-09 13:30:33","","","","",,,,,1126,51.18,1126,1,22,"… The (log) price level is then a weighted average of the … the average estimate of the (log) price level itself. Iterating (2.7) … the effects of monetary policy shocks) that monetary policy is …","https://www.nber.org/system/files/working_papers/w8673/w8673.pdf","https://scholar.google.com/scholar?q=related:FqqveTqM_2UJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
73,"J Cravino, T Lan, AA Levchenko","Price stickiness along the income distribution and the effects of monetary policy",2020,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393218305956","https://scholar.google.com/scholar?cites=6338160290064800317&as_sdt=2005&sciodt=0,5&hl=en",32,"2023-02-09 13:30:33","","","","",,,,,73,24.33,24,3,3,"… through which monetary policy shocks have distributional consequences. If the effects of … The figures show that following a contractionary monetary shock, the price level for the top …","https://www.sciencedirect.com/science/article/am/pii/S0304393218305956","https://scholar.google.com/scholar?q=related:PZrM6jOr9VcJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
366,"J Kim","Constructing and estimating a realistic optimizing model of monetary policy",2000,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393299000549","https://scholar.google.com/scholar?cites=7126731029969963309&as_sdt=2005&sciodt=0,5&hl=en",33,"2023-02-09 13:30:33","","","","",,,,,366,15.91,366,1,23,"… In the following four tables, the variances of the interest rate, money stock, the price level, and output are decomposed into fractions that are explained by the shocks in …","","https://scholar.google.com/scholar?q=related:LQkd2xw852IJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
97,"M Doepke, M Schneider, V Selezneva","Distributional effects of monetary policy",2015,"Unpublished manuscript","ecb.europa.eu","https://www.ecb.europa.eu/pub/conferences/shared/pdf/20190321_money_macro_workshop/Doepke_Distributional_Effects_of_Monetar_%20Policy.pdf","https://scholar.google.com/scholar?cites=4515162122638545666&as_sdt=2005&sciodt=0,5&hl=en",34,"2023-02-09 13:30:33","PDF","","","",,,,,97,12.13,32,3,8,"… direct distributional impact of monetary policy changes in terms … there is no uncertainty about the price level, people are indifferent … shocks to the price level and to inflation expectations. …","https://www.ecb.europa.eu/pub/conferences/shared/pdf/20190321_money_macro_workshop/Doepke_Distributional_Effects_of_Monetar_%20Policy.pdf","https://scholar.google.com/scholar?q=related:AlMrNwcUqT4J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
334,"JH Cochrane","What do the VARs mean? Measuring the output effects of monetary policy",1998,"Journal of monetary economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393297000755","https://scholar.google.com/scholar?cites=12135785221905250018&as_sdt=2005&sciodt=0,5&hl=en",35,"2023-02-09 13:30:33","","","","",,,,,334,13.36,334,1,25,"… that anticipated monetary policy can have some effect on … Simpler specifications (M2, output and price level for example… What does this history tell us about the effects of monetary policy…","https://www.nber.org/system/files/working_papers/w5154/w5154.pdf","https://scholar.google.com/scholar?q=related:4vYYdlz4aqgJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
86,"A Florio","The asymmetric effects of monetary policy",2004,"Journal of Economic Surveys","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0950-0804.2004.0226.x","https://scholar.google.com/scholar?cites=10387455578980348755&as_sdt=2005&sciodt=0,5&hl=en",36,"2023-02-09 13:30:33","","10.1111/j.0950-0804.2004.0226.x","","",,,,,86,4.53,86,1,19,"… curve, monetary policy will have asymmetric effects on real output. Shocks of the same magnitude but different sign to aggregate demand will have different effects on the price level and …","","https://scholar.google.com/scholar?q=related:U_NFYdCnJ5AJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
27,"C Rangarajan","Role of monetary policy",1997,"Economic and Political Weekly","JSTOR","https://www.jstor.org/stable/4406238","https://scholar.google.com/scholar?cites=2703523603086440833&as_sdt=2005&sciodt=0,5&hl=en",37,"2023-02-09 13:30:33","","","","",,,,,27,1.04,27,1,26,"… price level in the economy. Analytically viewed, in the short run, with output fixed, the price level … denying the fact that changes in the price level can be caused by several other internal …","","https://scholar.google.com/scholar?q=related:gfnZo2TYhCUJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
333,"G Carlino, R DeFina","The differential regional effects of monetary policy: Evidence from the US states",1999,"Journal of Regional science","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-9787.00137","https://scholar.google.com/scholar?cites=4235760647738146371&as_sdt=2005&sciodt=0,5&hl=en",38,"2023-02-09 13:30:33","","10.1111/1467-9787.00137","","",,,,,333,13.88,167,2,24,"… of food and energy prices) captures underlying trends in the aggregate price level. The BEA index of leading indicators is employed as a parsimonious way to include a variety of macro…","","https://scholar.google.com/scholar?q=related:Q74C-t1xyDoJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
704,"JA Frankel","The effect of monetary policy on real commodity prices",2006,"","nber.org","https://www.nber.org/papers/w12713","https://scholar.google.com/scholar?cites=7775650530397799638&as_sdt=2005&sciodt=0,5&hl=en",39,"2023-02-09 13:30:33","","","","",,,,,704,41.41,704,1,17,"… , the novel idea of pegging the currency to the price of the export good, which this study puts forward, may sound similar to the current fashion of targeting the inflation rate or price level.…","https://www.nber.org/system/files/working_papers/w12713/w12713.pdf","https://scholar.google.com/scholar?q=related:1kTw0fWo6GsJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22price+level%22&hl=en&as_sdt=0,5"
