Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
75,"V Mishchenko, S Naumenkova, S Mishchenko, ...","Inflation and economic growth: The search for a compromise for the Central Bank's monetary policy",2018,"Banks &bank …","ceeol.com","https://www.ceeol.com/search/article-detail?id=697471","https://scholar.google.com/scholar?cites=15767669377000579207&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-02-09 16:27:49","","","","",,,,,75,15.00,19,4,5,"… such dependence it is necessary to use GDP deflator instead of CPI. The results indicate … In order to increase the effectiveness of central bank pro-cyclical monetary policy aimed at …","https://www.businessperspectives.org/images/pdf/applications/publishing/templates/article/assets/10599/BBS_2018_02_Mishchenko.pdf","https://scholar.google.com/scholar?q=related:h6Ds98ED0toJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
15,"G Errit, L Uusküla","Euro area monetary policy transmission in Estonia",2014,"Baltic Journal of Economics","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/1406099X.2014.980113","https://scholar.google.com/scholar?cites=9734176525947930672&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-02-09 16:27:49","","10.1080/1406099X.2014.980113","","",,,,,15,1.67,8,2,9,"… In order to identify the shock we allow contemporaneous GDP and the GDP deflator-based inflation rate to have an effect on the euro area interest rate, but not vice versa ( is …","https://www.tandfonline.com/doi/pdf/10.1080/1406099X.2014.980113?needAccess=true&role=button","https://scholar.google.com/scholar?q=related:MIgS-vm9FocJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
18,"V Moorthy, S Kolhar","Rising food inflation and India's monetary policy",2011,"Indian Growth and Development Review","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/17538251111125016/full/html","https://scholar.google.com/scholar?cites=11184198300182647827&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-02-09 16:27:49","","10.1108/17538251111125016","","",,,,,18,1.50,9,2,12,"… The model presented in this paper explains the sustained divergence in India, in recent years, between the CPI versus the GDP deflator measures of inflation. It also highlights a …","","https://scholar.google.com/scholar?q=related:ExTq-xhBNpsJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
270,"LJ Christiano, M Eichenbaum, ...","Identification and the effects of monetary policy shocks",1996,"Financial factors in …","books.google.com","https://books.google.com/books?hl=en&lr=&id=cXM6b1r1rNYC&oi=fnd&pg=PA36&dq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&ots=6tl0Ipb7DM&sig=H26Ul8kfYRGOr5jxyWb5hiqrR_I","https://scholar.google.com/scholar?cites=15267684294811039486&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-02-09 16:27:49","","","","",,,,,270,10.00,90,3,27,"… In Section 3 we investigate the impact of alternative measures of shocks to monetary policy (… of the GDP deflator (P) to ten different contractionary monetary policy shock measures. The …","","https://scholar.google.com/scholar?q=related:_rYFd_m14dMJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
52,"TA Moursi, MEL Mossallamy, E Zakareya","Effect of some recent changes in Egyptian monetary policy: Measurement and evaluation",2007,"MIDDLE EAST BUSINESS …","eces.org.eg","https://www.eces.org.eg/cms/NewsUploads/Pdf/2019_1_13-9_22_2216.pdf","https://scholar.google.com/scholar?cites=3520678979353799834&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-02-09 16:27:49","PDF","","","",,,,,52,3.25,17,3,16,"… that measure the stance of monetary policy and evaluate the … non- policy (commodity prices, GDP deflator and real output) … recently monetary policy shocks virtually had no real effect …","https://www.eces.org.eg/cms/NewsUploads/Pdf/2019_1_13-9_22_2216.pdf","https://scholar.google.com/scholar?q=related:mmyR3OD22zAJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
75,"M Nouri, AJ Samimi","The impact of monetary policy on economic growth in Iran",2011,"Middle-East Journal of Scientific Research","academia.edu","https://www.academia.edu/download/46591731/journal_1.pdf","https://scholar.google.com/scholar?cites=10498725441249078607&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-02-09 16:27:49","PDF","","","",,,,,75,6.25,38,2,12,"… usually measured by effectiveness of monetary policy following … GDP deflator or CPI (consumer price index); Y, real value … known of this article is to investigate the impact of money …","https://www.academia.edu/download/46591731/journal_1.pdf","https://scholar.google.com/scholar?q=related:T-0BCCr3spEJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
7016,"BS Bernanke, M Gertler","Inside the black box: the credit channel of monetary policy transmission",1995,"Journal of Economic perspectives","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/jep.9.4.27","https://scholar.google.com/scholar?cites=12691292773699182806&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-02-09 16:27:49","","","","",,,,,7016,250.57,3508,2,28,"… 6 We constructed monthly data for real GDP and the GDP deflator by interpolation methods, using a variety of monthly series to provide the within-quarter information. Bernanke and …","https://pubs.aeaweb.org/doi/pdf/10.1257%2Fjep.9.4.27","https://scholar.google.com/scholar?q=related:1mDSTImHILAJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
21,"AM Cazacu","Fiscal-monetary policy interaction. SVAR evidence from a CEE country",2015,"European Scientific Journal Special Edition","academia.edu","https://www.academia.edu/download/38532915/EFLE.2015.pdf#page=20","https://scholar.google.com/scholar?cites=5684575541331655090&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-02-09 16:27:49","PDF","","","",,,,,21,2.63,21,1,8,"… Model estimation and results This paper aims at estimating a SVAR with four variables: GDP (in logs), GDP deflator (in logs), money market 12 months interest rate and budgetary …","https://www.academia.edu/download/38532915/EFLE.2015.pdf#page=20","https://scholar.google.com/scholar?q=related:snnyL1ar404J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
31,"C Kamps, C Pierdzioch","Monetary policy rules and oil price shocks",2002,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=753006","https://scholar.google.com/scholar?cites=1449891060950285921&as_sdt=2005&sciodt=0,5&hl=en",32,"2023-02-09 16:27:49","","","","",,,,,31,1.48,16,2,21,"… GDP deflator) when modeling the effects of oil price increases. This distinction has important implications for monetary policy … in the GDP deflator is an inferior monetary policy strategy in …","","https://scholar.google.com/scholar?q=related:Yb708jwMHxQJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
4,"ZH Javed, M Farooq, M Hussain, ...","Impact of cost-push and monetary factors on gdp deflator: Empirical evidence from the economy of Pakistan",2011,"… Journal of Financial …","researchgate.net","https://www.researchgate.net/profile/Zahoor-Javed/publication/50590497_Impact_of_Cost-Push_and_Monetary_Factors_on_GDP_Deflator_Empirical_Evidence_from_the_Economy_of_Pakistan/links/5775220208aead7ba06ff7e7/Impact-of-Cost-Push-and-Monetary-Factors-on-GDP-Deflator-Empirical-Evidence-from-the-Economy-of-Pakistan.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D","https://scholar.google.com/scholar?cites=7041586457079827899&as_sdt=2005&sciodt=0,5&hl=en",33,"2023-02-09 16:27:49","PDF","","","",,,,,4,0.33,1,4,12,"… The main objective of this study is to present comprehensive and updated concept of the composition of cost-push shocks, and monetary policy that are compulsory to solve the …","https://www.researchgate.net/profile/Zahoor-Javed/publication/50590497_Impact_of_Cost-Push_and_Monetary_Factors_on_GDP_Deflator_Empirical_Evidence_from_the_Economy_of_Pakistan/links/5775220208aead7ba06ff7e7/Impact-of-Cost-Push-and-Monetary-Factors-on-GDP-Deflator-Empirical-Evidence-from-the-Economy-of-Pakistan.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D","https://scholar.google.com/scholar?q=related:u81xJZO9uGEJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
92,"S Neri, A Nobili","The Transmission of US Monetary Policy to the Euro Area*",2010,"International Finance","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-2362.2010.01251.x","https://scholar.google.com/scholar?cites=6899484548982710699&as_sdt=2005&sciodt=0,5&hl=en",34,"2023-02-09 16:27:49","","10.1111/j.1468-2362.2010.01251.x","","",,,,,92,7.08,46,2,13,"… greater effects on the consumption deflator than on the GDP deflator, which only reflects the price of goods produced domestically. However, the consumption deflator also has some …","","https://scholar.google.com/scholar?q=related:qyFpa6Tkv18J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
80,"H Gunji, K Miura, Y Yuan","Bank competition and monetary policy",2009,"Japan and the World Economy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0922142508000066","https://scholar.google.com/scholar?cites=6608198525806379035&as_sdt=2005&sciodt=0,5&hl=en",35,"2023-02-09 16:27:49","","","","",,,,,80,5.71,27,3,14,"… the effect of monetary policy shocks is measured. We specify GDP as aggregate output, the GDP deflator … nominal GDP into real GDP using the GDP deflator. In cases where there is no …","","https://scholar.google.com/scholar?q=related:GwDzJ4wJtVsJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
18,"A Wong","Population aging and the aggregate effects of monetary policy",2014,"","mpra.ub.uni-muenchen.de","https://mpra.ub.uni-muenchen.de/id/eprint/57096","https://scholar.google.com/scholar?cites=8052143651284703263&as_sdt=2005&sciodt=0,5&hl=en",36,"2023-02-09 16:27:49","","","","",,,,,18,2.00,18,1,9,"… The Romer and Romer (2004) procedure defines monetary policy shocks as the component … (embodied by the Greenbook forecasts for the GDP deflator, unemployment rate, and real …","https://mpra.ub.uni-muenchen.de/57096/1/MPRA_paper_57096.pdf","https://scholar.google.com/scholar?q=related:H9g9H_31vm8J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+the+%22gdp+deflator%22&hl=en&as_sdt=0,5"
