"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SIG9PHPE","journalArticle","2020","Коваленко, В. В.; Шелудько, С. А.; Слатвінська, М. О.; Сергєєва, О. С.; Кулікова, Є. О.","Monetary Regulation in The Economic Growth of A State","Financial and credit activity problems of theory and practice","","","","","In the article it is provided a comparative analysis of monetary regulation models  and explores their impact on economic growth. The  aim  of  the  paper  is  to  study  models  of  monetary  regulation  and  their  impact  on economic growth. It has been established that monetary regulation of any country in the world should be aimed at ensuring economic growth. The authors of the article proved that monetary regulation should be considered  as  a  source  of  economic  shifts,  an  increase  in  real  wages  and  living  standards accordingly;  it  acts  as  a  measure  of  inflationary  processes’  containment,  which,  in  turn,  meets strategic objectives of monetary policy. The  study  showed  that  the  rapid  development  of  monetary  policy  and  economic  growth theories is marked by certain contradictions, uncertainty and cross flows. The evolution of theories is  represented  by  the  Keynesian  Liquidity  Preference  Theory,  Monetarism,  Neoclassical  Real business-cycle  theory,  the  Neo-Keynesian  model,  and  the  New  Consensus  Model.  Each  of  the models  has  its  own  characteristics,  based  on  the  objects  of  monetary  regulation  (money  supply, inflation, interest rates, exchange rate). Based on the analysis of the views of researchers on the impact of monetary regulation on economic  growth,  the  authors  concluded  that  concepts  are  divided  according  to  those  that characterize weak relations between these phenomena, and those that prove close correlation. It is concluded that the influence of monetary regulation on economic growth takes place when choosing the regulatory model itself and instruments for its implementation. It is proved that the model of monetary regulation should be based on developed monetary rules. The authors of the article proved that in Ukraine, in conditions of using a monetary design based on the inflation  targeting  regime and taking into account the importance of increasing the efficiency of using main instruments of monetary regulation, it is necessary, first of all, to ensure the consistency of monetary and fiscal policies. The  coordination  of  monetary  and  fiscal  policies  should  consist  in  developing  and implementing them in such a way that they do not contradict each other and together contribute to the achievement of the common goals of economic policy, such as sustainable economic growth and low unemployment in terms of long-term price and external stabilities.  It is concluded that the insufficient efficiency of the monetary transmission mechanism is reflected in the imbalance of money and foreign exchange markets, the deformation of the credit  market and the credit climate degradation, and the decrease in the influence of monetary impulses  of the central bank on both the financial system and the real sector of the economy. That is, the  main  problem  of  the  significant  influence  of  monetary  regulation  on  economic  growth  in  the country  lies  in  restoring  the  effectiveness  of  the  channels  of  the  transmission  mechanism  of monetary policy, which depends on the choice of monetary design.","2020","2023-03-10 13:47:16","2023-03-10 13:47:16","","72-82","","34","3","","","","","","","","","","","","","","","Google Scholar","","","","","https://fkd.net.ua/index.php/fkd/article/download/2935/3020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXG4D6BL","journalArticle","2017","Inam, Uduakobong S.; Ime, Blessing Sunday","Monetary Policy And Economic Growth In Nigeria: Evidence From Nigeria","Advances in Social Sciences Research Journal","","2055-0286","10.14738/assrj.46.2806","https://journals.scholarpublishing.org/index.php/ASSRJ/article/view/2806","annual data covering the period of 1970 to 2012. Specifically, it seeks to: analyse the relationship between money supply and economic growth in Nigeria; determine the nature and direction of causality between money supply and economic growth. The study employs the Ordinary Least Square (OLS) techniques and the granger causality test. The result indicates a positive and insignificant relationship between money supply and economic growth. Furthermore, it indicates no causality between money supply and economic growth. The study recommends that government and relevant monetary authorities should ensure that money supply levels are effectively and efficiently  monitored, managed and controlled so as to enhance, promote and achieve economic growth in Nigeria.","2017-03-29","2023-03-10 13:47:16","2023-03-10 13:47:16","2023-02-22 07:20:31","","","6","4","","","Monetary Policy And Economic Growth In Nigeria","","","","","","","en","","","","","journals.scholarpublishing.org","","","","","https://journals.scholarpublishing.org/index.php/ASSRJ/article/download/2806/1687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5AMWB2M6","journalArticle","2012","Dong, Zhiyong","Impact of Monetary Policy on Economic Growth in China","INTERNATIONAL JOURNAL ON Advances in Information Sciences and Service Sciences","","","10.4156/aiss.vol4.issue16.15","","This paper investigates the changing pattern and efficiency of sterilization in China as the liberalization of markets and integration with the world economy. Based on the evolution of money policy since the reform and opening up, we find the relationship between monetary policy and economic development. In order to make sure of the financial stability, Chinese government has adopted corresponding strategy of each transition stage and some achievements have been obtained. However, with the rapid development of economy, certain mismatching between monetary policy and economic growth is observed, which is reflected from inflation, unemployment rate and so on. Considering the economic principles as well as the basic conditions of our country, we propose several aspects to complement the existing policies and obtain final financial stability and economic growth in china.","2012-09-15","2023-03-10 13:47:16","2023-03-10 13:47:16","","123-132","","","4","","INTERNATIONAL JOURNAL ON Advances in Information Sciences and Service Sciences","","","","","","","","","","","","","ResearchGate","","","","","https://www.researchgate.net/publication/276003590_Impact_of_Monetary_Policy_on_Economic_Growth_in_China","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JP7R7PXP","journalArticle","2010","Komijani, Akbar; Asadi Mehmandosti, Elahe","Measuring the Effect of Oil & Monetary Shocks on the Economic Growth of Iran","Journal of Economic Research (Tahghighat- E- Eghtesadi)","","0039-8969","","https://jte.ut.ac.ir/article_21376.html","In this research, potential effects of oil and monetary policy shocks on economic growth of Iran are examined and share of each of them on economic growth are calculated during 1974-2006 period and potential mutual effects of those shocks by using the Vector Auto Regressive (VAR) model are analysed. Results of this research show that oil shocks significantly affected the economic growth in Iran. However, in spite of oil shocks affected on the liquidity of money that led to expansionary monetary policy, monetary shocks did not have any effect on growth. Strong relationship between oil shocks & GDP growth in Iran indicates that the economy of Iran is heavily depending on oil revenues. On the other hand, the monetary shock which is due to increase in oil revenues, does not have strong effects on GDP growth because of delay in effectiveness of monetary action and also due to implementation of contractionary monetary policy to control inflation rate that has ended up with a weak effects on GDP growth. JEL classification: C32, E32, E52, O47 & Q43","2010-10-23","2023-03-10 13:47:16","2023-03-10 13:47:16","2023-02-22 07:23:27","","","3","45","","","","","","","","","","","","","","","jte.ut.ac.ir","","","","","https://jte.ut.ac.ir/article_21376_002778db2155686c5a78ea75ad23a088.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUWYHKLK","journalArticle","2014","Kamaan, Corazon K.; Nyamongo, E. M.","The effect of monetary policy on economic growth in Kenya","International Journal of Business and Commerce","","","","","This study sought to  uantitatively measure the effect of monetary policy on economic growth  in  Kenya.  Findings  from  this  study  indicated  that  one  standard  deviation  monetary policy shock proxied by the CBR has a negative and insignificant effect on the  output in the first two months which then becomes positive and insignificant in the next  four months. However, a one standard deviation shock of the interbank rate to inflation is positive and significant for the first two and a half months. The effect continues to be  positive  but  insignificant  upto  the  sixth  month.  The  findings  of  this  study  will  draw  conclusions  that  will  influence  policy  decisions  that  will  ensure  economic  growth. Recommendations made from this study will assist the Central Bank of Kenya formulate policies that reduce interest rates to desirable levels to spur economic growth and still seek to achieve low levels of inflation.","2014","2023-03-10 13:47:16","2023-03-10 13:47:16","","11-24","","8","3","","","","","","","","","","","","","","","Google Scholar","","","","","https://ijbcnet.com/3-8/IJBC-14-3802.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDSYZCGQ","thesis","2014","Onderi, Vincent Nyambati","The impact of monetary policy on economic growth and price stability in Kenya: 1992-2013","","","","","https://ir-library.ku.ac.ke/handle/123456789/11798",".The government of Kenya's economic blueprint dubbed 'Kenya Vision 2030' acknowledges  the importance of maintaining a stable macro-economic environment as it ensures stable levels of growth, employment creation and poverty reduction. While in d,eveloped economies, changes in monetary policy affect real economic activity in the short-run but only prices in the long-run, the question of whether these tendencies apply to developing countries remain open to debate. Literature is divided over monetary instrument to be employed in developing nations. While developed nations target interest rates as their intermediate targets, developing nations employ monetary aggregates as their intermediate targets mostly due to inefficient financial market and uncompetitive banking sector. Despite Kenya implementing monetary policy aimed at achieving stable prices and fostering economic growth, the economy has been reporting low economic growth and high rates of inflation. This inability of monetary policy to effectively maximize its objectives is as a result of the shortcomings of monetary instruments used in most developing countries including Kenya. Preceding from such a background, this study finds significance by seeking to inform policymakers which policy variable relates to output and prices; this would be instrumental in guiding the choice of monetary policy instruments applied, their overall effectiveness and thus assist the Central Bank of Kenya (CBK) in meeting its policy goals of low inflation and sustainable economic growth. The study employs Structural Vector Autoregression model (SVAR) to explore the effects of monetary policy on output and prices in Kenya for the period 1992-2013. The study will in addition, employ a battery of robust checks to ensure consistency in model specification and results","2014-11-28","2023-03-10 13:47:16","2023-03-10 13:47:16","2023-02-22 07:27:44","","","","","","","The impact of monetary policy on economic growth and price stability in Kenya","","","","","Kenyatta University","","en","","Thesis","","","ir-library.ku.ac.ke","","","","","https://ir-library.ku.ac.ke/bitstream/123456789/11798/2/The%20impact%20of%20monetary%20policy%20on%20economic%20growth%20and%20price%20stability%20in.....pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCEQ65H8","blogPost","","","Monetary Policy and Stock Market Development: The Nigeria Experience | International Business Information Management Association (IBIMA)","","","","","https://ibima.org/accepted-paper/monetary-policy-and-stock-market-development-the-nigeria-experience-2/","Monetary policy is intended to ensure price stability and adequate employment which in turn will create a stable macroeconomic environment for economic prosperity. It is of great concern to policy makers that monetary policy permeates deeply into the real sector to engender economic growth. The major objective of this study is to explore the monetary policy effects on the Nigerian Stock Market over time. . The Phillip-Perron (PP) unit root test was the method used to test stationarity of the variables while the Johansen Co-integration approach was conducted to test for long run relationship between the variables used.. The study found that Monetary Policy Rate, Broad Money Supply and Per Capita Income have significant long run relationship with the development of the Nigerian Stock Market. It therefore recommends among others that the monetary authority in Nigeria (CBN) should as a matter of practice operate a long term monetary plan that allow the monetary policy rate to be consistent. The constant mop up of money after an expansionary monetary policy by the CBN should be discouraged since it create instability in the money market making other money rates to be unstable and compounds the volatility rate of the country's stock prices. Finally, the gap between the Central Bank of Nigeria (CBN) targeted broad money and actual broad money growth should be curtailed by reducing the frequency of its mop ups which usually send wrong signals to investors in the stock market.","","2023-03-10 13:47:16","2023-03-10 13:47:16","2023-02-22 08:13:39","","","","","","","Monetary Policy and Stock Market Development","","","","","","","en-US","","","","","","","","","","https://ibima.org/accepted-paper/monetary-policy-and-stock-market-development-the-nigeria-experience-2/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6A42XEGG","journalArticle","2004","Liu, Dandan","The Effects of Monetary Policy and Macroeconomic Forecasting Using Structural Factor Analysis","","","","","","The traditional vector autoregression (VAR) method is widely used to trace out the effects of monetary policy innovations on the economy. However, this method suffers from the curse of dimensionality, so that in practice VARs are estimated on a limited number of variables, leading to a ""missing information"" problem. In this paper I use the method of structural factor analysis to evaluate the effects of monetary policy on key macroeconomic variables in a data rich environment. This methodology allows me to extract information on monetary policy and its impact on the economy from a much larger data set than the one that is possible with the traditional VAR method. I propose two structural factor models. One is the structural factor augmented vector autoregression (SFAVAR) model and the other is the structural factor vector autoregression (SFVAR) model. Compared to the traditional VAR, both models incorporate far more information from hundreds of data series, series that can be and are monitored by the central bank in setting policy. Moreover, the factors used are structurally meaningful, a feature that adds to my understanding of the ""black box"" of the monetary transmission mechanism. Both models generate reasonable qualitative impulse response functions. Using the SFVAR model, both the ""price puzzle"" and the ""liquidity puzzle"" are eliminated. Finally, I use the model to conduct a forecasting exercise. I simulate out-of-sample real time forecasting using the structural dynamic factor forecasting models. I find advantages to using the structural dynamic factor forecasting models compared to alternatives that include univariate autoregression (AR) model, the VAR model and Stock and Watson's (2002) non-structural factor models, especially when forecasting real variables.","2004-01-01","2023-03-10 13:47:16","2023-03-10 13:47:16","","","","","","","","","","","","","","","","","","","","ResearchGate","","","","","https://www.researchgate.net/publication/255602038_The_Effects_of_Monetary_Policy_and_Macroeconomic_Forecasting_Using_Structural_Factor_Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2UZA8TX2","journalArticle","2009","Altavilla, Carlo; Ciccarelli, Matteo","The Effects of Monetary Policy on Unemployment Dynamics under Model Uncertainty: Evidence from the United States and the Euro Area","Journal of Money, Credit and Banking","","1538-4616","10.1111/j.1538-4616.2009.00256.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1538-4616.2009.00256.x","This paper explores the role that the imperfect knowledge of the structure of the economy plays in the uncertainty surrounding the effects of rule-based monetary policy on unemployment dynamics in the euro area and the United States. We employ a Bayesian model averaging procedure on a wide range of models which differ in several dimensions to account for the uncertainty that the policymaker faces when setting the monetary policy and evaluating its effect on real economy. We find evidence of a high degree of dispersion across models in both policy rule parameters and impulse response functions. Moreover, monetary policy shocks have very similar recessionary effects on the two economies with a different role played by the participation rate in the transmission mechanism. Finally, we show that a policymaker who does not take model uncertainty into account and selects the results on the basis of a single model may come to misleading conclusions not only about the transmission mechanism, but also about the differences between the euro area and the United States, which are on average essentially small.","2009","2023-03-10 13:47:16","2023-03-10 13:47:16","2023-02-22 08:23:38","1265-1300","","7","41","","","The Effects of Monetary Policy on Unemployment Dynamics under Model Uncertainty","","","","","","","en","","","","","Wiley Online Library","","","","; ","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1538-4616.2009.00256.x?casa_token=wIYoGlu0ZfsAAAAA%3AXoUa-8cGq_jk7hPdxKlo1LZEhxGvg-dD_bTmZVRxNt7Woak1bSXmY2rcGBoj5nsmBVvH08io2Tec5-9e; https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1538-4616.2009.00256.x","Bayesian model averaging; E52; monetary policy; E58; C11; E24; model uncertainty; Taylor rule; unemployment gap","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHKAEVW4","journalArticle","2012","Loganathan, Nanthakumar; Kogid, Mori","Monetary Shock and Unstable Unemployment in Malaysia: A Dynamic Interaction Approach","International Journal of Emerging Sciences","","","","","Most manufacturing companies in Malaysia are utilizing high-tech machineries in order to produce more products within a short period of time, instead of depending on manual labor. This causes reduced jobs opportunity in most major economic sectors and has worsened when the ringgit became unstable after the Asian financial crisis in 1997. The main purpose of this study is to analyze the integration and dynamic interaction between monetary shock and overall unemployment in Malaysia for entire period of 1980-2010. In order to achieve this objective, we apply various unit root tests, Gregory-Hansen cointegration test, VECM; and Granger causality test with considering the possibility of the structural break. The estimated results clearly show that there is a structural break in the middle of 1990s; and long run co-integration did exist between monetary shock and unemployment. This happens because of the ""turn over effect"" in Malaysian labor market, where the highly educated job seekers are competing with experienced low educated labor force. Besides that, the amount of labor employed in the agriculture and manufacturing sectors in Malaysia are also declining because of automated production line and overflow of foreign labor. Although the findings of this study clearly show a long run connection with 21% corrected each year from the long-run disequilibrium between monetary shock and unemployment; surprisingly the causality result does not indicates any causal relation between both variables indicating that unemployment is not affected by monetary shock in Malaysia.","2012-07-01","2023-03-10 13:47:17","2023-03-10 13:47:17","","247-258","","","2","","International Journal of Emerging Sciences","Monetary Shock and Unstable Unemployment in Malaysia","","","","","","","","","","","","ResearchGate","","","","","https://www.researchgate.net/publication/229072513_Monetary_Shock_and_Unstable_Unemployment_in_Malaysia_A_Dynamic_Interaction_Approach","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Y9KSZFJ","thesis","2021","Ogunwale, Oluwadamilola Deborah; Covenant University, Theses","MACROECONOMIC POLICIES, CORRUPTION AND UNEMPLOYMENT IN NIGERIA","","","","","http://eprints.covenantuniversity.edu.ng/15470/","Macroeconomic policies are vital in achieving sustainable economic growth, reduced unemployment, price stability and favourable balance of payments. Using policy proxy variables, several studies were conducted to investigate the impact of macroeconomic policies on global unemployment. However, this aspect explored in previous studies is the economic aspect, while the social aspect has not been well researched. This research thus examines the effect of macroeconomic (fiscal and monetary) policies and corruption on Nigerian unemployment from a broader global social as well as economic viewpoint utilizing yearly time series data spanning 39 years (1981-2019). All of the research variables were subjected to a unit root test, which revealed that they were all stationary at first difference. The Johansen Co-integration test was used to look into the long run connection between the independent and dependent variables, while the Vector Error Correction Model was used to look into the short run dynamics. The study found a long run positive relationship between money supply, economic output and unemployment. While for interest rate, government expenditure and unemployment, a negative relationship was established. In investigating the relationship between corruption and unemployment, the study employed the correlation test which revealed a positive relationship between the variables. Based on the study findings, the study therefore suggested that government expenditure and debt should be restructured in such a way that it is channelled to productive labour-intensive sectors to absorb large number of the working population, hence, leading to a decline in the unemployment rate in the country. The study also recommended that appropriate disciplinary measures should be imposed in those who engage in corrupt practices to reduce the level of corruption in the economy and have a transmission effect of reduction in unemployment.","2021","2023-03-10 13:47:17","2023-03-10 13:47:17","2023-02-22 08:43:10","","123","","","","","","","","","","Covenant University Ota.","","en","","masters","","","eprints.covenantuniversity.edu.ng","","","","; ","http://eprints.covenantuniversity.edu.ng/15470/; http://eprints.covenantuniversity.edu.ng/15470/1/Pages%20from%20Ogunwale%20Oluwadamilola%20M.Sc%20Dissertation%20%2818PAF01894%29.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2P9H7HW4","journalArticle","2013","Shahmorad, Asghar; Sarem, Mehdi","Optimal Monetary Policy and Inflation Targeting","Journal of Economic Research (Tahghighat- E- Eghtesadi)","","0039-8969","10.22059/jte.2013.35166","https://jte.ut.ac.ir/article_35166.html","In this paper, by using dynamic stochastic general equilibrium, optimal monetary rule derived for central bank of Iran. Monetary transmission mechanism of the model includes four equations, aggregate demand, aggregate supply, oil price and Taylor rule. We have proved that dynamic structure of aggregate demand relation, regarding monetary inflation in Iran, is a function of money growth rate. With this assumption that the goal of central bank is to pursue target inflation rate and output gap, and subject to monetary transmission mechanism, optimal rule of monetary policy obtained for Iran economy that is a function of inflation gap, output gap and oil income growth rate. Estimation results show that money growth rate has no effect on output gap and fully reflexes in inflation expectation. Moreover, one percent increase in oil income causes four percent increase in inflation rate.JEL Classification: E31, E42, E51, E52, E58","2013-07-23","2023-03-10 13:47:17","2023-03-10 13:47:17","2023-02-22 08:46:32","25-42","","2","48","","","","","","","","","","","","","","","jte.ut.ac.ir","","","","","https://jte.ut.ac.ir/article_35166_cf958e4e438eb8c06076bad77963c2e0.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DS6A5EIA","journalArticle","2011","Dargahi, Hassan; Sharbatoghli, Roya","Monetary Policy Rule in Case of Inflation Persistency of Iran: An Optimal Control Approach","Journal of Economic Research (Tahghighat- E- Eghtesadi)","","0039-8969","","https://jte.ut.ac.ir/article_21879.html","This research follows two aims in case of the Iranian economy. First, study of the presence of inflation persistency, and second, looking for an optimal monetary policy rule. Results show that inflation in the economy of Iran is persistent, in which, short-term and long-term effects of monetary policy should be considered. For this purpose, a loss function for the central bank with arguments of inflation, output gap and the money supply growth, subject to the demand and Phillips curves, is minimized. The importance of this issue is that by expansionary monetary policy, the economic growth in the short-term can be increased with high inflation bias. On the other hand, by contraction monetary policy, benefits gained in the form of inflation reduction at the cost of lower short-term growth. Therefore, balancing among costs and benefits of inflation targeting policy with regard to the output stability is crucial, as it is optimal for the central bank to allow for a high degree of policy gradualism or money supply smoothing. JEL Classificat?on: E31, E32, E52, E58","2011-01-21","2023-03-10 13:47:17","2023-03-10 13:47:17","2023-02-22 08:47:13","1-27","","4","45","","","Monetary Policy Rule in Case of Inflation Persistency of Iran","","","","","","","","","","","","jte.ut.ac.ir","","","","","https://jte.ut.ac.ir/article_21879_5cfa6366eb120f2160a5aec00add9b6c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6NXGMINA","journalArticle","2008","Céspedes, Brisne; Lima, Elcyon; Maka, Alexis","Monetary policy, inflation and the level of economic activity in Brazil after the Real Plan: stylized facts from SVAR models","Revista Brasileira de Economia","","0034-7140, 1806-9134","10.1590/S0034-71402008000200001","http://www.scielo.br/j/rbe/a/cTBDbCCtNbgSKPs9SZsmrdx/abstract/?lang=en","This article uncovers some stylized facts about the short run fluctuations of the Brazilian economy after the Real Plan, giving special attention to the identification of the effects of monetary policy shocks. A distinctive feature of this article is the careful attention paid to monetary policy developments after the Real Plan when dividing our sample into two subsamples (1996:07-1998:08 and 1999:03-2004:12). We use directed acyclic graphs to identify the Structural Vector Autoregression (SVAR) models. In contrast with most SVAR analysis for Brazil, we found empirical evidence that supports the view that a contractionary monetary policy indeed reduces the price level.","2008-06","2023-03-10 13:47:17","2023-03-10 13:47:17","2023-02-22 08:48:07","123-160","","","62","","Rev. Bras. Econ.","Monetary policy, inflation and the level of economic activity in Brazil after the Real Plan","","","","","","","en","","","","","SciELO","","","","","https://www.scielo.br/j/rbe/a/cTBDbCCtNbgSKPs9SZsmrdx/?lang=en&format=pdf","Monetary Policy; Directed Acyclic Graphs; Structural VAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFTP4AK7","journalArticle","2014","Kurihara, Yutaka; Fukushima, Akio","Effects of ECB Monetary Policy: Differences in Policy Interest Rates","Journal of Knowledge Management, Economics and Information Technology","","22477756","","","This article examines the effects of the European Central Bank's (ECB's) monetary policy on the economy in the Euro area. Existing studies have not conclusively determined whether the effects of the policy are large or small, effective or ineffective. Also, the difference between policy interest rate increases and decreases has not been fully studied. Using two types of VAR models, this article shows that, as expected, the ECB's monetary policy designed to boost the economy is effective in inflation stabilization, depreciation of the euro, and production improvement. Also, the impact of policy interest rate increases on inflation rate is negative (i.e., effective). However, the results of other cases are not clear empirically. To maintain price stability is the ECB's primary objective, so it can be concluded that the ECB in general has conducted monetary policy successfully.","2014-10","2023-03-10 13:47:17","2023-03-10 13:47:17","","1-18","","5","4","","","Effects of ECB Monetary Policy","","","","","","","","","","","","EBSCOhost","","","","","https://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1623895&site=ehost-live&scope=cite","Deflation E31; Inflation; Monetary Policy E52; Price Level; Central Banks and Their Policies E58; Interest Rates: Determination, Term Structure, and Effects E43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
