"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NVTQKKZ8","journalArticle",2018,"Bhaumik, SK; Kutan, AM; Majumdar, S","How successful are banking sector reforms in emerging market economies? Evidence from impact of monetary policy on levels and structures of firm debt in India","The European Journal of …",NA,NA,"10.1080/1351847X.2017.1391857","https://www.tandfonline.com/doi/abs/10.1080/1351847X.2017.1391857","… channel for monetary policy at work, we test whether a change in monetary policy has a predictable impact on … , at least in part to support private sector investment and economic growth. …","2018",2023-02-13 13:32:12,2023-02-13 13:32:12,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27IAPUV9","journalArticle",2016,"Ajibola, JO; FERP, A","Effective monetary policy as a recipe for macroeconomic stability in Nigeria","Developing Country Studies",NA,NA,NA,"https://www.paperpublications.org/upload/book/EFFECTIVE%20MONETARY%20POLICY%20AS%20A%20RECIPE-774.pdf","… Economists differ on the effect of monetary policy on economic growth… economic growth, and that countries that devote more time to studying the behaviour of aggregate monetary policy …","2016",2023-02-13 13:32:12,2023-02-13 13:32:12,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XBTBL8IC","journalArticle",2017,"Rodriguez-Fuentes, CJ","Monetary policies for small Island economies","The Caribbean Economies in an Era of …",NA,NA,"10.4324/9781351147521-5","https://www.taylorfrancis.com/chapters/edit/10.4324/9781351147521-5/monetary-policies-small-island-economies-carlos-rodriguez-fuentes","… domestic monetary policy). On the contrary, we will argue in the chapter … economic growth can also be influenced by monetary policy, although, as it will be shown, by monetary policy …","2017",2023-02-13 13:32:12,2023-02-13 13:32:12,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNANB4J9","journalArticle",2006,"Correa, E","Changing constraints on monetary policy","Changing Structure of Mexico: Political, Social and …",NA,NA,NA,"https://books.google.com/books?hl=en&lr=&id=g3RsBgAAQBAJ&oi=fnd&pg=PA159&dq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&ots=yTDXRWPXGe&sig=61crtTRs7FhSq7nkHn9rgwwAVtM","… spending and policies other than monetary policy are considered crucial for economic growth. Monetary policy therefore may focus on … It cannot be controlled by monetary policy alone. …","2006",2023-02-13 13:32:12,2023-02-13 13:32:12,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GD2X4V4M","journalArticle",2017,"Yien, LC; Abdullah, H; Azam, M","Monetary policy inclusive growth: empirical evidence from Malaysia","International Journal of …",NA,NA,NA,"https://www.researchgate.net/profile/Lim-Yien/publication/318645940_Monetary_Policy_Inclusive_Growth_Empirical_Evidence_from_Malaysia/links/59744acf458515e26dff2d21/Monetary-Policy-Inclusive-Growth-Empirical-Evidence-from-Malaysia.pdf","… , foreign direct investment and economic growth in Malaysia … relationship between monetary policy and economic growth for … that changing approach of monetary policy in Malaysia from …","2017",2023-02-13 13:32:12,2023-02-13 13:32:12,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNY9EFJN","journalArticle",2021,"Al-Rubaye, RKA; Kadhum, TAA","ANALYSIS OF MONETARY POLICY TRENDS AND THEIR IMPACT ON INDICATORS OF ECONOMIC STABILITY IN IRAQ ANALYTICAL STUDY FOR THE PERIOD …","Academy of Entrepreneurship …",NA,NA,NA,"https://search.proquest.com/openview/8b1d2cea0af032d1e37ba952645071c6/1?pq-origsite=gscholar&cbl=29726","… the effect of monetary policy on indicators of economic stability and its effectiveness in achieving economic growth… rational monetary policy by the state is capable of creating stability and …","2021",2023-02-13 13:32:12,2023-02-13 13:32:12,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3H2Y7X7M","journalArticle",2008,"Papiashvili, T; Gürsoy, F","Accommodating Monetary Policy in Transitional Economies: Particularities","IBSU Scientific Journal",NA,NA,NA,"https://journal.ibsu.edu.ge/index.php/ibsusj/article/view/49","… expansionary monetary policy effects real aggregate economy stimulating economic growth … In industrialized countries accommodating discretionary monetary policy entails cost-push …","2008",2023-02-13 13:32:12,2023-02-13 13:32:12,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQ75SYJ2","journalArticle",2021,"Ibrahimovich, JI","Improvement of central bank's monetary policy","SAARJ Journal on Banking &Insurance …",NA,NA,NA,"https://www.indianjournals.com/ijor.aspx?target=ijor:sjbir&volume=10&issue=5&article=003","… improving the regulatory framework of monetary policy and develops scientific proposals and … the need to ensure stable and balanced economic growth, requires the central bank to take …","2021",2023-02-13 13:32:12,2023-02-13 13:32:12,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MKJGZVD2","journalArticle",2021,"Ullah, R; Khan, B","Empirical Investigation of Fiscal, Monetary and Trade Policies Impact on Economic Growth of Pakistan","Academic Journal of Social Sciences (AJSS)",NA,NA,NA,"http://www.ojs.lgu.edu.pk/index.php/ajss/article/view/1386","… have also significant but negative effect on economic growth. On monetary policy variable side, money supply has also positive and significant effect on economic growth. Finally, on …","2021",2023-02-13 13:32:12,2023-02-13 13:32:12,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJLT9BTA","journalArticle",2011,"Camelia, ȘA; Angela, R","Financial Innovations and Their Implications for Monetary Policy","ECONOMIC SCIENCES SERIE",NA,NA,NA,"https://www.researchgate.net/profile/Marin-Burcea/publication/227466460_The_Social_Responsibility_of_Organizations_in_Times_of_Crisis_the_Case_of_Toyota_Motor_Company/links/59bad097aca272aff2d01a42/The-Social-Responsibility-of-Organizations-in-Times-of-Crisis-the-Case-of-Toyota-Motor-Company.pdf#page=1242","… operates and by changing the overall impact of monetary policy … mechanisms through which monetary policy affects the economy… the economy and promote long-term economic growth. …","2011",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7H5IM99R","journalArticle",1995,"Savvides, A","Economic growth in Africa","World development",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/0305750X9400130Q","… monetary policy is thought to promote a stable financial environment necessary for economic growth … ) as our indicator of the effects of monetary policy and macroeconomic stability. This …","1995",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCG9DBW4","journalArticle",1997,"Jahangir-Abdoelrahman, S","The impact of monetary policy on price and exchange rate stability in Suriname","Social and Economic Studies",NA,NA,NA,"https://www.jstor.org/stable/27866138","… Monetary policy is considered one of the most important instruments of … employment, economic growth and external equilibrium are regarded as the basic objectives of monetary policy. …","1997",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRPNZR6S","journalArticle",2019,"Meltzer, AH","Monetary policy: some theory and evidence","… Policy, Financial Markets, and Economic Growth",NA,NA,"10.4324/9780429041853-13","https://www.taylorfrancis.com/chapters/edit/10.4324/9780429041853-13/monetary-policy-theory-evidence-allan-meltzer","… The sponsors of the conference are concerned with growth, so I discuss, first, what has been learned about the relation of money to economic growth. Then I consider and attempt to …","2019",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NARHFSR3","journalArticle",2013,"Ishioro, BO","Monetary transmission mechanism in Nigeria: A causality test","Mediterranean Journal of Social Sciences",NA,NA,NA,"https://www.mcser.org/journal/index.php/mjss/article/view/1525","… channel of monetary policy transmission exerts serious impact on the … monetary policy fundamentally aimed at achieving stable prices is essential for the purpose of economic growth…","2013",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEKFVFKI","journalArticle",2016,"Torres, JAE; Restrepo, SS","Asymmetric effects of monetary policy on the Colombian house prices","… javeriana. edu. co/handle/10554/18881 …",NA,NA,NA,"https://www.researchgate.net/profile/Juan-Espinosa-Torres/publication/305316647_Asymmetric_Effects_of_Monetary_Policy_on_the_Colombian_House_Prices/links/5788f09408ae254b1ddce60e/Asymmetric-Effects-of-Monetary-Policy-on-the-Colombian-House-Prices.pdf","… highest economic growth and low inflation. Several studies focused on the monetary policy transmission from house markets to household consumption, looking for reinforced effects …","2016",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VNA4IBBZ","journalArticle",1992,"Köhler, C","National Monetary policy in an open world economy","Monetary Policy and Financial Innovations in Five …",NA,NA,"10.1007/978-1-349-21684-0_1","https://link.springer.com/chapter/10.1007/978-1-349-21684-0_1","… A national monetary policy which seeks to contribute successfully in its country to price stability, and which is designed to help achieve appropriate economic growth and full employment…","1992",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8QQUMUD","journalArticle",2021,"Mahmood, T; Sial, MH","The relative effectiveness of monetary and fiscal policies on economic growth in Pakistan","Eur Online J Nat Social Sci",NA,NA,NA,"https://www.researchgate.net/profile/Tariq-Mahmood-17/publication/357303836_JOURNAL_OF_CRITICAL_REVIEWS_The_Relative_Effectiveness_of_Monetary_and_Fiscal_Policies_on_Economic_Growth_in_Pakistan/links/61c5b18fb6b5667157a08052/JOURNAL-OF-CRITICAL-REVIEWS-The-Relative-Effectiveness-of-Monetary-and-Fiscal-Policies-on-Economic-Growth-in-Pakistan.pdf","… The function of monetary and fiscal policies in economic growth is discussed in the present … term association among fiscal or monetary policy and economic growth. The study concludes …","2021",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D3DYY75Y","journalArticle",2013,"Ogunsakin, S","Financial Liberalization and Economic Growth: Implications for the Conduct of Monetary Policy in Emerging Economies","Journal of Natural Sciences Research",NA,NA,NA,"https://core.ac.uk/download/pdf/234654161.pdf","… economic growth nor will be bother about establishing a micro foundation for financial liberalization and economic growth … for financial liberalization and economic growth. While section …","2013",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HZY9CGYE","journalArticle",2000,"Lear, W Van","A review of the rules versus discretion debate in monetary policy","Eastern Economic Journal",NA,NA,NA,"https://www.jstor.org/stable/40325966","… economic growth can be enhanced and price ity achieved by implementing a monetary policy … Other economists believe monetary policy works fin rules or see rules as unpractical. They …","2000",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7BYTSI6M","book",2021,"Matthíasardóttir, D; Zarges, L","The role of pensions: exploring the link between pension funds, monetary policy and economic performance: a case study of the Netherlands",NA,NA,NA,NA,"https://repositori.upf.edu/handle/10230/49133","… In this context a second SVAR approach shows that an expansive shock to total asset holdings boosts economic growth. Nevertheless this link also works in the reverse direction and …","2021",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,"repositori.upf.edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AKGNG3RH","journalArticle",2019,"Bhatia, S","Bank capital structure and monetary policy transmission: Evidence from India","15th Annual Conference on Economic Growth and …",NA,NA,NA,"https://www.isid.ac.in/~epu/acegd2019/papers/SheljaBhatia.pdf","… the impact of monetary policy shocks on capital structure of banks. It is observed that monetary policy shocks have significant impact on the Tier-I capital of banks through its effect on …","2019",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DU5A6835","journalArticle",2018,"Gabrieli, T; Pilbeam, K; Shi, B","The impact of shadow banking on the implementation of Chinese monetary policy","International Economics and Economic …",NA,NA,"10.1007/s10368-017-0397-z","https://link.springer.com/article/10.1007/s10368-017-0397-z","… the effectiveness of monetary policy and the economic growth in … system can positively impact on economic growth, interest rates … can positively affect economic growth cannot say much …","2018",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VY8GXETR","journalArticle",2018,"Ifeakachukwu, NP; Alao, AA","Monetary policy and export diversification in Nigeria","Valahian Journal of Economic …",NA,NA,NA,"https://www.researchgate.net/profile/Akinyemi-Ajibola/publication/329196350_Monetary_Policy_and_Export_Diversification_in_Nigeria/links/5bfc38e1299bf10737f99319/Monetary-Policy-and-Export-Diversification-in-Nigeria.pdf","… Therefore, this study seeks to examine the relationship between monetary policy and export diversification given the importance of the implication of this study on economic growth. In …","2018",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z9ZPMUK3","journalArticle",2018,"Said, R","A Monetary Union for the GCC","Journal of Economics and Development Studies",NA,NA,NA,"https://www.researchgate.net/profile/Radwa-Said-2/publication/330104830_A_Monetary_Union_for_the_GCC/links/5dca83d7a6fdcc575041209e/A-Monetary-Union-for-the-GCC.pdf","… the impact of monetary policy in the … economic growth equation where GDP per capita is in the regression equation. It is important to discuss what does the literature in economic growth …","2018",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HBH5T78K","journalArticle",2005,"Janjua, MA","Money supply, inflation and economic growth: Issues in monetary management in Pakistan","The Lahore Journal of Economics",NA,NA,NA,"http://lahoreschoolofeconomics.edu.pk/EconomicsJournal/Journals/Volume%2010/Issue%20SP/Ashraf.pdf","… Monetary policy’s direct contribution to economic growth can be judged from its achieving … investment and (iii) the rate of economic growth including special schemes to provide credit to …","2005",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TA42H2UW","journalArticle",2022,"Ndou, E","The effect of monetary policy on output using sign restriction VAR: evidence from South Africa and South Korea","Empirical Economics",NA,NA,"10.1007/s00181-022-02293-7","https://link.springer.com/article/10.1007/s00181-022-02293-7","… Third, the estimated disturbances suggest that the South African high and stable economic growth rate of nearly 5% between 2005 and 2008 coincided with a phase of expansionary …","2022",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FQ8DSW9T","journalArticle",2006,"Hildebrand, PM","Monetary policy and financial markets","Financial Markets and Portfolio Management",NA,NA,"10.1007/s11408-006-0004-8","https://link.springer.com/article/10.1007/s11408-006-0004-8","… Less volatility should translate into a lower risk premium and may thus promote investment and positively affect economic growth. Lower risk premiums also lead to higher asset prices. …","2006",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2AQ6W62","journalArticle",2001,"Musinguzi, P; Katarikawe, M","Monetary policy frameworks in Africa: The case of Uganda","Bank of Uganda, Kampala",NA,NA,NA,"https://www.resbank.co.za/content/dam/sarb/publications/conference-papers/2005/57/Uganda.pdf","… Monetary policy in Uganda is set within the context of the macroeconomic objectives of achieving real economic growth … Consistent with this, monetary policy is designed with a view to …","2001",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HPQV27CV","journalArticle",2021,"Depren, Ö; Kartal, MT; Depren, SK","Changes of gold prices in COVID-19 pandemic: Daily evidence from Turkey's monetary policy measures with selected determinants","Technological Forecasting and Social …",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0040162521003164","… measures are quite significant on the gold prices, rethinking monetary policy actions by considering the findings of the study can be beneficial to support economic growth since a rapid …","2021",2023-02-13 13:32:13,2023-02-13 13:32:13,NA,NA,NA,"Query date: 2023-02-08 13:47:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
