"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LEJ6L8DG","journalArticle","2019","Di Maggio, Marco; Kermani, Amir; Palmer, Christopher J","How Quantitative Easing Works: Evidence on the Refinancing Channel","The Review of Economic Studies","","","10.1093/restud/rdz060","","<jats:title>Abstract</jats:title><jats:p>We document the transmission of large-scale asset purchases by the Federal Reserve to the real economy using rich borrower-linked mortgage-market data and an identification strategy based on mortgage market segmentation. We find that central bank QE1 MBS purchases substantially increased refinancing activity, reduced interest payments for refinancing households, led to a boom in equity extraction, and increased aggregate consumption. Relative to QE-ineligible jumbo mortgages, QE-eligible conforming mortgage interest rates fell by an additional 40 bp and refinancing volumes increased by an additional 56% during QE1. We estimate that households refinancing during QE1 increased their durable consumption by 12%. Our results highlight that the transmission of unconventional monetary policy to the real economy depends crucially on the composition of assets purchased and the degree of segmentation in the market.</jats:p>","2019","2023-11-28 15:51:33","2023-11-28 15:51:33","","1498-1528","","3","87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PURFM2AE","journalArticle","2008","Capistrán, Carlos","Bias in Federal Reserve Inflation Forecasts: Is the Federal Reserve Irrational or Just Cautious?","Journal of Monetary Economics","","","10.1016/j.jmoneco.2008.09.011","","Abstract Inflation forecasts of the Federal Reserve seem to have systematically under-predicted inflation from the fourth quarter of 1968 until Volcker's appointment as Chairman, and to systematically over-predict it afterwards until the second quarter of 1998. Furthermore, under quadratic loss, commercial forecasts seem to have information not contained in those forecasts. To investigate the cause of this apparent irrationality, this paper recovers the loss function implied by Federal Reserve's inflation forecasts. The results suggest that the cost of having inflation above an implicit time-varying target was larger than the cost of having inflation below it for the period since Volcker, and that the opposite was true for the pre-Volcker era. Once these asymmetries are taken into account, the Federal Reserve's inflation forecasts are found to be rational.","2008","2023-11-28 15:51:33","2023-11-28 15:51:33","","1415-1427","","8","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RZ29BJJ","journalArticle","2017","Coibion, Olivier; Gorodnichenko, Yuriy; Kueng, Lorenz; Silvia, John","Innocent Bystanders? Monetary policy and inequality","Journal of Monetary Economics","","","10.1016/j.jmoneco.2017.05.005","","We study the effects of monetary policy shocks on—and their historical contribution to—consumption and income inequality in the United States since 1980 as measured by the Consumer Expenditure Survey. Contractionary monetary policy systematically increases inequality in labor earnings, total income, consumption and total expenditures. Furthermore, monetary policy shocks account for a non-trivial component of the historical cyclical variation in income and consumption inequality. Using detailed micro-level data on income and consumption, we document some of the different channels via which monetary policy shocks affect inequality, as well as how these channels depend on the nature of the change in monetary policy.","2017","2023-11-28 15:51:34","2023-11-28 15:51:34","","70-89","","NA","88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6JZN2PX","journalArticle","2021","Cieslak, Anna; Pang, Hao","Common shocks in stocks and bonds","Journal of Financial Economics","","","10.1016/j.jfineco.2021.06.008","","Abstract We propose an approach to identify economic shocks (monetary, growth, and risk premium news) from stock returns and Treasury yield changes, which allows us to study the drivers of asset prices at a daily frequency since the early 1980s. We apply the identification to examine investors’ responses to news from the Fed and key macro announcements. We uncover two risk premium shocks—time-varying compensation for discount rate and cash flow news—which have distinct effects on stocks and bonds. Since the mid-1990s, the Fed-induced reductions in both risk premium sources have generated high average stock returns but an ambiguous response in bonds on FOMC days.","2021","2023-11-28 15:51:34","2023-11-28 15:51:34","","880-904","","2","142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VW5JCPYJ","journalArticle","2022","Eminidou, Snezana; Zachariadis, Marios","Firms’ Expectations and Monetary Policy Shocks in the Euro Area","Journal of International Money and Finance","","","10.1016/j.jimonfin.2021.102556","","NA","2022","2023-11-28 15:51:34","2023-11-28 15:51:34","","102556-NA","","NA","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWHRB4JC","journalArticle","2021","Swanson, Eric T.","Measuring the Effects of Federal Reserve Forward Guidance and Asset Purchases on Financial Markets","Journal of Monetary Economics","","","10.1016/j.jmoneco.2020.09.003","","I extend the methods of Gurkaynak, Sack, and Swanson (2005) to separately identify the effects of Federal Reserve forward guidance and large-scale asset purchases (LSAPs) during the 2009–15 U.S. zero lower bound (ZLB) period. I find that both forward guidance and LSAPs had substantial and highly statistically significant effects on medium-term Treasury yields, stock prices, and exchange rates, comparable in magnitude to the effects of the federal funds rate before the ZLB. Forward guidance was more effective than LSAPs at moving short-term Treasury yields, while LSAPs were more effective than forward guidance and the federal funds rate at moving longer-term Treasury yields, corporate bond yields, and interest rate uncertainty. However, the effects of forward guidance were not very persistent, with a half-life of 1–4 months. The effects of LSAPs seem to be more persistent. I conclude that, overall in terms of these criteria, LSAPs were a more effective policy tool than forward guidance during the ZLB period.","2021","2023-11-28 15:51:34","2023-11-28 15:51:34","","32-53","","NA","118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TK2DICEQ","journalArticle","2021","Luetticke, Ralph","Transmission of Monetary Policy with Heterogeneity in Household Portfolios","American Economic Journal: Macroeconomics","","","10.1257/mac.20190064","","Monetary policy affects both intertemporal consumption choices and portfolio choices between liquid and illiquid assets. The monetary transmission, in turn, depends on the distribution of marginal propensities to consume and invest. This paper assesses the importance of heterogeneity in these propensities for the transmission of monetary policy in a New Keynesian business cycle model with uninsurable income risk and assets with different degrees of liquidity. Liquidity-constrained households have high propensities to consume but low propensities to invest, which makes consumption more and investment less responsive to monetary shocks compared to complete markets. Redistribution through earnings heterogeneity and the Fisher channel from unexpected inflation further amplifies the consumption response but dampens the investment response.","2021","2023-11-28 15:51:34","2023-11-28 15:51:34","","1-25","","2","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5DA9ZL3","journalArticle","2012","Jiménez, Gabriel; Ongena, Steven; Peydró, José-Luis; Saurina, Jesús","Credit Supply and Monetary Policy: Identifying the Bank Balance-Sheet Channel with Loan Applications","American Economic Review","","","10.1257/aer.102.5.2301","","We analyze the impact of monetary policy on the supply of bank credit. Monetary policy affects both loan supply and demand, thus making identification a steep challenge. We therefore analyze a novel, supervisory dataset with loan applications from Spain. Accounting for time-varying firm heterogeneity in loan demand, we find that tighter monetary and worse economic conditions substantially reduce loan granting, especially from banks with lower capital or liquidity ratios; responding to applications for the same loan, weak banks are less likely to grant the loan. Finally, firms cannot offset the resultant credit restriction by applying to other banks. (JEL E32, E44, E52, G21, G32)","2012","2023-11-28 15:51:34","2023-11-28 15:51:34","","2301-2326","","5","102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WG5IKQEM","journalArticle","2005","Uhlig, Harald","What are the effects of monetary policy on output? Results from an agnostic identification procedure","Journal of Monetary Economics","","","10.1016/j.jmoneco.2004.05.007","","Abstract This paper proposes to estimate the effects of monetary policy shocks by a new agnostic method, imposing sign restrictions on the impulse responses of prices, nonborrowed reserves and the federal funds rate in response to a monetary policy shock. No restrictions are imposed on the response of real GDP to answer the key question in the title. I find that “contractionary” monetary policy shocks have no clear effect on real GDP, even though prices move only gradually in response to a monetary policy shock. Neutrality of monetary policy shocks is not inconsistent with the data.","2005","2023-11-28 15:51:35","2023-11-28 15:51:35","","381-419","","2","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KI5ZW9ER","journalArticle","1989","Cook, Timothy Q.; Hahn, Thomas K.","THE EFFECT OF CHANGES IN THE FEDERAL FUNDS RATE TARGET ON MARKET INTEREST RATES IN THE 1970s","Journal of Monetary Economics","","","10.1016/0304-3932(89)90025-1","","Abstract This paper examines the influence of monetary policy on interest rates by estimating the effect of changes in the federal funds rate target — the Federal Reserve's policy instrument — on market interest rates in the 1970s. We find that changes in the target caused large movements in short-term rates and smaller but significant movements in intermediate- and long-term rates. We hypothesize that the similarity of the reactions of three-, six-, and twelve-month rates to changes in the target offers a possible explanation for the lack of support for the expectations theory from studies that have tested the theory using these rates.","1989","2023-11-28 15:51:35","2023-11-28 15:51:35","","331-351","","3","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYEJMMTQ","journalArticle","2020","Catherine, Sylvain; Miller, Max; Sarin, Natasha","Social Security and Trends in Wealth Inequality","SSRN Electronic Journal","","","10.2139/ssrn.3546668","","NA","2020","2023-11-28 15:51:35","2023-11-28 15:51:35","","NA-NA","","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRLNIQ2J","journalArticle","2019","Altavilla, Carlo; Brugnolini, Luca; Gürkaynak, Refet S.; Motto, Roberto; Ragusa, Giuseppe","Measuring euro area monetary policy","Journal of Monetary Economics","","","10.1016/j.jmoneco.2019.08.016","","Abstract We map ECB policy communication into yield curve changes and study the information flow on policy dates. A byproduct is the publicly available Euro Area Monetary Policy Event-Study Database (EA-MPD), containing intraday asset price changes. We find that Policy Target, Forward Guidance and Quantitative Easing factors capture about all the variation in the yield curve, with different factors appearing in the windows covering the policy decision announcement and the press conference, and having time-varying variance shares. We study sovereign yields, exchange rates, stock prices, persistence of effects and response asymmetry. Our methodology can be implemented for any policy-related event.","2019","2023-11-28 15:51:35","2023-11-28 15:51:35","","162-179","","NA","108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWHQA9KM","journalArticle","2011","Swanson, Eric T.","Let's Twist Again: A High-Frequency Event-Study Analysis of Operation Twist and Its Implications for QE2","Brookings Papers on Economic Activity","","","10.1353/eca.2011.0006","","This paper undertakes a modern event-study analysis of Operation Twist and uses its estimated effects to assess what should be expected for the recent policy of quantitative easing by the Federal Reserve, dubbed “QE2.” The paper first shows that Operation Twist and QE2 are similar in magnitude. It then identifies six significant, discrete announcements in the course of Operation Twist that could have had a major effect on financial markets and shows that four did have statistically significant effects. The cumulative effect of these six announcements on longer-term Treasury yields is highly statistically significant but moderate, amounting to about 15 basis points (bp). This estimate is consistent both with time-series analysis undertaken not long after the event and with the lower end of empirical estimates of Treasury supply effects in the literature. The effects of Operation Twist on long-term agency and corporate bond yields are also statistically significant but smaller, about 13 bp for agency securities and 2 to 4 bp for corporates. Thus, the effects of Operation Twist seem to diminish substantially as one moves from Treasury securities toward private sector credit instruments.","2011","2023-11-28 15:51:35","2023-11-28 15:51:35","","151-188","","1","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6PS5HYM","journalArticle","2015","Rossi, Barbara; Sekhposyan, Tatevik","Forecast Rationality Tests in the Presence of Instabilities, with Applications to Federal Reserve and Survey Forecasts","Journal of Applied Econometrics","","","10.1002/jae.2440","","SUMMARY This paper proposes a framework to implement regression-based tests of predictive ability in unstable environments, including, in particular, forecast unbiasedness and efficiency tests, commonly referred to as tests of forecast rationality. Our framework is general: it can be applied to model-based forecasts obtained either with recursive or rolling window estimation schemes, as well as to forecasts that are model free. The proposed tests provide more evidence against forecast rationality than previously found in the Federal Reserve's Greenbook forecasts as well as survey-based private forecasts. It confirms, however, that the Federal Reserve has additional information about current and future states of the economy relative to market participants. Copyright © 2015 John Wiley & Sons, Ltd.","2015","2023-11-28 15:51:35","2023-11-28 15:51:35","","507-532","","3","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZK437ZL9","journalArticle","2005","Primiceri, Giorgio E.","Time Varying Structural Vector Autoregressions and Monetary Policy","The Review of Economic Studies","","","10.1111/j.1467-937x.2005.00353.x","","Monetary policy and the private sector behavior of the US economy are modeled as a time varying structural vector autoregression, where the sources of time variation are both the coefficients and the variance covariance matrix of the innovations. The paper develops a new, simple modeling strategy for the law of motion of the variance covariance matrix and proposes an efficient Markov chain Monte Carlo algorithm for the model likelihood/posterior numerical evaluation. The main empirical conclusions are: 1) both systematic and non-systematic monetary policy have changed during the last forty years. In particular, systematic responses of the interest rate to inflation and unemployment exhibit a trend toward a more aggressive behavior, despite remarkable oscillations; 2) this has had a negligible effect on the rest of the economy. The role played by exogenous non-policy shocks seems more important than interest rate policy in explaining the high inflation and unemployment episodes in recent US economic history.","2005","2023-11-28 15:51:35","2023-11-28 15:51:35","","821-852","","3","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79C4XIP5","journalArticle","2016","Lakdawala, Aeimit","Changes in Federal Reserve preferences","Journal of Economic Dynamics and Control","","","10.1016/j.jedc.2016.07.003","","NA","2016","2023-11-28 15:51:35","2023-11-28 15:51:35","","124-143","","NA","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUFMYN7J","journalArticle","2017","Mumtaz, Haroon; Theophilopoulou, Angeliki","The Impact of Monetary Policy on Inequality in the UK. An Empirical Analysis","European Economic Review","","","10.1016/j.euroecorev.2017.07.008","","The UK has experienced a dramatic increase in earnings and income inequality over the past four decades. We use detailed micro level information to construct quarterly historical measures of inequality from 1969 to 2012. We investigate whether monetary policy shocks played a role in explaining this increase in inequality. We find that contractionary monetary policy shocks lead to an increase in earnings, income and consumption inequality and contribute to their fluctuation. The response of income and consumption at different quantiles suggests that contractionary policy has a larger negative effect on low income households and those that consume the least when compared to those at the top of the distribution. Our evidence also suggests that the policy of quantitative easing may have contributed to the increase in inequality over the Great Recession.","2017","2023-11-28 15:51:35","2023-11-28 15:51:35","","410-423","","NA","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NVSAMIBM","journalArticle","2018","Greenwood, Robin; Vissing-Jorgensen, Annette","The Impact of Pensions and Insurance on Global Yield Curves","SSRN Electronic Journal","","","10.2139/ssrn.3196068","","NA","2018","2023-11-28 15:51:35","2023-11-28 15:51:35","","NA-NA","","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQG5T8RZ","journalArticle","2001","Kuttner, Kenneth N.","Monetary policy surprises and interest rates: Evidence from the Fed funds futures market","Journal of Monetary Economics","","","10.1016/s0304-3932(01)00055-1","","NA","2001","2023-11-28 15:51:35","2023-11-28 15:51:35","","523-544","","3","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZV6KLRM6","journalArticle","2002","Lewellen, Jonathan; Shanken, Jay","Learning, Asset-Pricing Tests, and Market Efficiency","The Journal of Finance","","","10.1111/1540-6261.00456","","This paper studies the asset-pricing implications of parameter uncertainty. We show that, when investors must learn about expected cash f lows, empirical tests can find patterns in the data that differ from those perceived by rational investors. Returns might appear predictable to an econometrician, or appear to deviate from the Capital Asset Pricing Model, but investors can neither perceive nor exploit this predictability. Returns may also appear excessively volatile even though prices react efficiently to cash-f low news. We conclude that parameter uncertainty can be important for characterizing and testing market efficiency. THERE IS MUCH EVIDENCE THAT STOCK RETURNS are predictable. At the aggregate level, variables such as interest rates, financial ratios, and the default premium appear to forecast stock returns ~e.g., Fama and French ~1989! and Lewellen ~2001!!. Further, LeRoy and Porter ~1981! and Shiller ~1981! argue that price volatility cannot be explained solely by changes in dividends, providing indirect evidence that stock returns are predictable. At the firm level, Fama and French ~1992, 1996! and Jegadeesh and Titman ~1993! show that size, book-to-market, and past returns together explain much of the crosssectional variation in average returns. There seems little doubt that expected returns vary both cross-sectionally and over time. The interpretation of predictability is more contentious. The empirical results are potentially consistent with either market efficiency or mispricing. In general terms, market efficiency implies that prices fully ref lect available information. To formalize this idea for empirical testing, Fama ~1976! distinguishes between the probability distribution of returns perceived by “the market,” based on whatever information investors view as relevant, and the true distribution of returns conditional on all information. The market is said to be ~informationally! efficient if these distributions are the same. It follows that, in an efficient market, investors should be aware of any cross* Lewellen is from the MIT Sloan School of Management and Shanken is from the Simon Graduate School of Business Administration at the University of Rochester, and NBER. We are","2002","2023-11-28 15:51:35","2023-11-28 15:51:35","","1113-1145","","3","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
