"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5ZEQ22UJ","journalArticle","2011","Kabundi, Alain; Ngwenya, Nonhlanhla","Assessing Monetary Policy in South Africa in a Data-Rich Environment","South African Journal of Economics","","1813-6982","10.1111/j.1813-6982.2011.01265.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1813-6982.2011.01265.x","This paper examines the efficacy of monetary policy in the South African economy using a data-rich framework. We use the Factor-Augmented Vector Autoregressive (FAVAR) methodology, which contains 110 monthly variables for the period 1985:02-2007:11. The results, based on impulse-response functions, provide no evidence of the price puzzle observed in traditional Structural Vector Autoregressive analysis and confirm that monetary policy in South Africa is effective in stabilising prices. Unlike the traditional vector autoregressive approach, the FAVAR methodology allows further analysis of a large number of variables. Variables from real and financial variables react negatively to a contractionary monetary policy shock. Finally, we find evidence of the importance of a confidence channel transmission following a monetary policy shock.","2011","2023-03-14 16:04:52","2023-03-14 16:04:52","2023-03-14 16:04:52","91-107","","1","79","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1813-6982.2011.01265.x","","C:\Users\Enzinger\Zotero\storage\VRNIMEJF\Kabundi und Ngwenya - 2011 - Assessing Monetary Policy in South Africa in a Dat.pdf; C:\Users\Enzinger\Zotero\storage\CPCQIPP2\j.1813-6982.2011.01265.html","","","C32; E52; FAVAR; impulse response functions; Monetary policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBFTSW2L","journalArticle","2005","Ibrahim, Mansor H.","Sectoral Effects of Monetary Policy: Evidence from Malaysia","Asian Economic Journal","","1467-8381","10.1111/j.1467-8381.2005.00205.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8381.2005.00205.x","The present paper analyzes the effects of monetary policy shocks on aggregate and eight sectoral outputs for Malaysia using vector autoregressive models. In line with many existing studies on Malaysia, the results are supportive of the real effects of monetary policy shocks. More importantly, we find evidence suggesting sector-specific responses to innovations in monetary policy. In response to positive interest rate shocks, we note that the manufacturing, construction, finance, insurance, real estate and business services sectors seem to decline more than aggregate production. By contrast, we observe the relative insensitivities of agriculture, forestry and fishing, mining and quarrying, electricity, gas and water to interest rate changes. The results, therefore, seem to confirm potential disparities in the effect of monetary policy on real sectoral activities.","2005","2023-03-14 16:04:58","2023-03-14 16:04:58","2023-03-14 16:04:58","83-102","","1","19","","","Sectoral Effects of Monetary Policy","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8381.2005.00205.x","","C:\Users\Enzinger\Zotero\storage\2T48R4T8\Ibrahim - 2005 - Sectoral Effects of Monetary Policy Evidence from.pdf; C:\Users\Enzinger\Zotero\storage\P78USSVZ\j.1467-8381.2005.00205.html","","","E40; E52; impulse responses; monetary policy; sectoral output; vector autoregression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MTDCZUX","preprint","2002","Fung, Ben S. C.","A VAR Analysis of the Effects of Monetary Policy in East Asia","","","","10.2139/ssrn.846184","https://papers.ssrn.com/abstract=846184","In this paper, a VAR model is used to study the effects of monetary policy shocks in seven East Asian economies. For each economy, the same identification scheme is imposed and the dynamic responses to a monetary shock are examined in the light of the predictions of monetary theory. The results suggest that the VAR model produces sensible impulse response functions for most of the economies, especially for the sample that ends before the 1997 Asian financial crisis. Given the openness of these economies, the exchange rate plays a significant role in the formulation of monetary policy. In order to capture explicitly the importance of the exchange rate in these economies, plausible weights are also imposed on the exchange rate to identify the model.","2002-09-01","2023-03-14 16:05:03","2023-03-14 16:07:39","2023-03-14 16:05:03","","","","","","","","","","","","","Rochester, NY","en","","SSRN Scholarly Paper","","","Social Science Research Network","","","","C:\Users\Enzinger\Zotero\storage\PL24RT4C\Fung - 2002 - A VAR Analysis of the Effects of Monetary Policy i.pdf","","","East Asia; monetary policy shocks; VAR","","","","","","","","","","","","","","","","","","","846184","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDVHZ4WT","journalArticle","2009","Elbourne, Adam; de Haan, Jakob","Modeling Monetary Policy Transmission in Acceding Countries: Vector Autoregression Versus Structural Vector Autoregression","Emerging Markets Finance and Trade","","1540-496X","10.2753/REE1540-496X450201","https://doi.org/10.2753/REE1540-496X450201","Using the vector autoregressive methodology, we present estimates of monetary transmission for five new EU member countries in Central and Eastern Europe with more or less flexible exchange rates. We select sample periods to estimate over the longest possible period that can be considered as a single monetary policy regime. To identify the vector autoregression (VAR), structural restrictions and the widely used Cholesky ordering are employed. We conclude that the structural VAR yields much better results. Fewer countries suffer from a price puzzle (i.e., an increase in prices following a monetary contraction). Our results also indicate that there are substantial differences in monetary transmission across the countries in our sample.","2009-03-01","2023-03-14 16:05:09","2023-03-14 16:05:09","2023-03-14 16:05:09","4-20","","2","45","","","Modeling Monetary Policy Transmission in Acceding Countries","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.2753/REE1540-496X450201","","","","","monetary transmission; transition countries; vector autoregression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6RB7D7N3","journalArticle","2003","Disyatat, Piti; Vongsinsirikul, Pinnarat","Monetary policy and the transmission mechanism in Thailand","Journal of Asian Economics","","1049-0078","10.1016/S1049-0078(03)00034-4","https://www.sciencedirect.com/science/article/pii/S1049007803000344","This paper studies the monetary transmission mechanism in Thailand. It examines the degree of pass-through from money market rates to retail rates, attempts to quantify the lags associated with monetary policy shocks, and investigates the channels through which these shocks are propagated. The empirical results point to a transmission mechanism in which investment is particularly sensitive to monetary shocks and banks act as an important conduit for monetary policy to real activity. They also suggest, however, that problems in the corporate and banking sectors may have undermined the monetary transmission mechanism over the last few years.","2003-06-01","2023-03-14 16:05:20","2023-03-14 16:05:20","2023-03-14 16:05:20","389-418","","3","14","","Journal of Asian Economics","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Enzinger\Zotero\storage\NXEP4HZ9\Disyatat und Vongsinsirikul - 2003 - Monetary policy and the transmission mechanism in .pdf; C:\Users\Enzinger\Zotero\storage\63VEG59T\S1049007803000344.html","","","Interest rate pass-through; Monetary policy; Transmission mechanism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKPSI48S","preprint","2006","Dabla-Norris, Era; Floerkemeier, Holger","Transmission Mechanisms of Monetary Policy in Armenia: Evidence from VAR Analysis","","","","","https://papers.ssrn.com/abstract=944086","This paper examines monetary policy transmission in Armenia in light of the authorities' intention to shift to an inflation-targeting regime over the medium term. We find that the capability of monetary policy to influence economic activity and inflation is still limited, as important channels of monetary transmission are not fully functional. In particular, the interest rate channel remains weak, even though there is some evidence of transmission to prices of changes in the repo rate, the central bank's new operating target for inflation. As in other emerging and transition economies with a high degree of dollarization, the exchange rate channel has a strong impact on the inflation rate. Moreover, we find that inflation does respond to broad money shocks, once foreign currency deposits are included.","2006-11-01","2023-03-14 16:05:25","2023-03-14 16:05:25","2023-03-14 16:05:25","","","","","","","Transmission Mechanisms of Monetary Policy in Armenia","","","","","","Rochester, NY","en","","SSRN Scholarly Paper","","","Social Science Research Network","","","","C:\Users\Enzinger\Zotero\storage\8V9GA8RX\Dabla-Norris und Floerkemeier - 2006 - Transmission Mechanisms of Monetary Policy in Arme.pdf","","","Era Dabla-Norris; Holger Floerkemeier; SSRN; Transmission Mechanisms of Monetary Policy in Armenia: Evidence from VAR Analysis","","","","","","","","","","","","","","","","","","","944086","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXA7HXT5","preprint","2009","Chuku, C. A.","Measuring the Effects of Monetary Policy Innovations in Nigeria: A Structural Vector Autoregressive (SVAR) Approach","","","","","https://papers.ssrn.com/abstract=1534227","Correctly identifying the effects of monetary policy innovations is necessary for good policy making. In this paper, we carry out a controlled experiment using a structural vector autoregression (SVAR) model to trace the effects of monetary policy shocks on output and prices in Nigeria. We make the assumption that the Central Bank cannot observe unexpected changes in output and prices within the same period. This places a recursive restriction on the disturbances of the SVAR. We conduct the experiment using three alternative policy instruments i.e. broad money (M2), Minimum Rediscount Rate (MRR) and the real effective exchange rate (REER). Overall, we find evidence that monetary policy innovations carried out on the quantity-based nominal anchor (M2) has modest effects on output and prices with a very fast speed of adjustment. While, innovations on the price-based nominal anchors (MRR and REER) have neutral and fleeting effects on output. We conclude that the manipulation of the quantity of money (M2) in the economy is the most influential instrument for monetary policy implementation. Hence, we recommend that central bankers should place more emphasis on the use of the quantity-based nominal anchor rather than the price-based nominal anchors.","2009-12-31","2023-03-14 16:05:30","2023-03-14 16:05:30","2023-03-14 16:05:30","","","","","","","Measuring the Effects of Monetary Policy Innovations in Nigeria","","","","","","Rochester, NY","en","","SSRN Scholarly Paper","","","Social Science Research Network","","","","C:\Users\Enzinger\Zotero\storage\J8VX7RZV\Chuku - 2009 - Measuring the Effects of Monetary Policy Innovatio.pdf","","","Monetary innovations; output effect; price effect; structural vector autoregression","","","","","","","","","","","","","","","","","","","1534227","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JXJMQ7W","journalArticle","2006","Cheng, Kevin C.","A VAR Analysis of Kenya’s Monetary Policy Transmission Mechanism: How Does the Central Bank’s REPO Rate Affect the Economy?","IMF Working Papers","","","10.5089/9781451865608.001.A001","https://www.elibrary.imf.org/view/journals/001/2006/300/article-A001-en.xml","This paper examines the impact of a monetary policy shock on output, prices, and the nominal effective exchange rate for Kenya using data during 1997–2005. Based on techniques commonly used in the vector autoregression literature, the main results suggest that an exogenous increase in the short-term interest rate tends to be followed by a decline in prices and appreciation in the nominal exchange rate, but has insignificant impact on output. Moreover, the paper finds that variations in the short-term interest rate account for significant fluctuations in the nominal exchange rate and prices, while accounting little for output fluctuations.","2006-12-01","2023-03-14 16:05:34","2023-03-14 16:05:34","2023-03-14 16:05:34","","","300","2006","","","A VAR Analysis of Kenya’s Monetary Policy Transmission Mechanism","","","","","","","en","","","","","www.elibrary.imf.org","","ISBN: 9781451865608 Publisher: International Monetary Fund Section: IMF Working Papers","","C:\Users\Enzinger\Zotero\storage\V5GVIXUC\Cheng - 2006 - A VAR Analysis of Kenya’s Monetary Policy Transmis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X39TC99G","journalArticle","2011","Patnaik, Ila; Shah, Ajay; Bhattacharya, Rudrani","Monetary Policy Transmission in an Emerging Market Setting","IMF Working Papers","","","10.5089/9781455211838.001.A001","https://www.elibrary.imf.org/view/journals/001/2011/005/article-A001-en.xml","Some emerging economies have a relatively ineffective monetary policy transmission owing to weaknesses in the domestic financial system and the presence of a large and segmented informal sector. At the same time, small open economies can have a substantial monetary policy transmission through the exchange rate channel. In order to understand this setting, we explore a unified treatment of monetary policy transmission and exchangerate pass-through. The results for an emerging market, India, suggest that the most effective mechanism through which monetary policy impacts inflation runs through the exchange rate.","2011-01-01","2023-03-14 16:05:38","2023-03-14 16:05:38","2023-03-14 16:05:38","","","005","2011","","","","","","","","","","en","","","","","www.elibrary.imf.org","","ISBN: 9781455211838 Publisher: International Monetary Fund Section: IMF Working Papers","","C:\Users\Enzinger\Zotero\storage\TYZIRPVU\Patnaik et al. - 2011 - Monetary Policy Transmission in an Emerging Market.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DR2EXJ6V","journalArticle","2014","Berument, M. Hakan; Ceylan, Nildag Basak; Dogan, Burak","An interest-rate-spread-based measure of Turkish monetary policy","Applied Economics","","0003-6846","10.1080/00036846.2014.884703","https://doi.org/10.1080/00036846.2014.884703","A coherent method to measure the effectiveness of a monetary policy improves the monetary authority’s management capacity and renders the possibility of applying sound policies prior to and during a crisis. The trend in employing complicated and ambiguity-bearing unconventional monetary tools in the aftermath of the 2008 crisis has increased the value of such a method. The aim of this article is to introduce a coherent and consistent monetary policy evaluation method for Turkey. Accordingly, we suggest that innovations in the spread between overnight interest rates and Treasury auction interest rates are informative for exchange rate, output, and prices. Empirical evidence for this identification reveals that positive innovation in spread (implying a tight monetary policy measure) decreases output temporarily, permanently decreases prices, and appreciates local currency. This result is also robust to alternative specifications.","2014-05-24","2023-03-14 16:05:43","2023-03-14 16:05:43","2023-03-14 16:05:43","1804-1813","","15","46","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/00036846.2014.884703","","C:\Users\Enzinger\Zotero\storage\CPFWI659\Berument et al. - 2014 - An interest-rate-spread-based measure of Turkish m.pdf","","","business cycles; E32; E52; E58; interest rate spreads; monetary policy evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
